"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.107300486E0,1.841761172E-3,-1.278789714E-2,-1.486396790E-1,1.492001225E-1
7.112071372E0,6.599590182E-3,-1.029435173E-2,-1.568984985E-1,1.573742899E-1
7.116841424E0,-3.005784005E-3,-1.024845615E-2,-1.247253418E-1,1.251817737E-1
7.121612257E0,-3.034520894E-3,-2.682198398E-2,-5.958366394E-2,6.541284392E-2
7.126383924E0,2.075713128E-2,-2.423775569E-2,-5.671215057E-2,6.507376831E-2
7.131154757E0,3.722820431E-2,-2.159646526E-2,-1.084718704E-1,1.166982998E-1
7.135924809E0,2.507222444E-2,-1.900345832E-2,-1.526775360E-1,1.558851432E-1
7.140695695E0,3.520973027E-3,-1.411042549E-2,-1.727714539E-1,1.733824577E-1
7.145467309E0,-1.284040511E-3,-9.310867637E-3,-1.642084122E-1,1.644771827E-1
7.150238143E0,1.073434949E-3,2.597402781E-3,-1.533441544E-1,1.533699072E-1
7.155008247E0,8.211925626E-3,5.015011877E-3,-1.639375687E-1,1.642197080E-1
7.159779080E0,8.168615401E-3,3.160759807E-4,-1.696958542E-1,1.698926400E-1
7.164550695E0,1.002952456E-3,1.222324371E-2,-1.492881775E-1,1.497910997E-1
7.169321528E0,-1.085116714E-2,2.160436660E-2,-1.385469437E-1,1.406405066E-1
7.174091632E0,-2.025859058E-2,2.853317186E-2,-1.445159912E-1,1.486923808E-1
7.178862466E0,-1.539530978E-2,3.543064371E-2,-1.290664673E-1,1.347237880E-1
7.183634080E0,-1.049466431E-3,3.514781967E-2,-1.161212921E-1,1.213285832E-1
7.188404966E0,1.560340822E-2,2.297038957E-2,-1.080303192E-1,1.115421670E-1
7.193175018E0,8.376032114E-3,1.089443639E-2,-1.166267395E-1,1.174335686E-1
7.197945903E0,5.930967629E-3,3.693625331E-3,-1.441440582E-1,1.443133007E-1
7.202717518E0,2.484752238E-2,1.327142119E-3,-1.714324951E-1,1.732289267E-1
7.207488351E0,3.885817528E-2,-3.419987857E-3,-1.723775864E-1,1.767362056E-1
7.212258403E0,3.141066432E-2,-5.779229105E-3,-1.377038956E-1,1.413590895E-1
7.217029288E0,1.458115876E-2,-9.965673089E-4,-1.151895523E-1,1.161130324E-1
7.221800903E0,9.762629867E-3,1.089489087E-2,-1.071071625E-1,1.081015811E-1
7.226571736E0,-2.164378762E-3,1.321684942E-2,-9.671688080E-2,9.763976995E-2
7.231341841E0,-1.161800325E-2,-1.125581563E-3,-7.929229736E-2,8.014682373E-2
7.236112674E0,-3.046323732E-2,-8.226044476E-3,-5.963802338E-2,6.747125660E-2
7.240884288E0,-4.205489904E-2,-5.797319114E-3,-7.101058960E-2,8.273286697E-2
7.245655174E0,-4.650636017E-2,-1.014303416E-3,-7.279396057E-2,8.638767877E-2
7.250425226E0,-5.092071742E-2,1.082512736E-2,-8.168315887E-2,9.686197029E-2
7.255196059E0,-4.580142349E-2,2.968794852E-2,-9.762001038E-2,1.118427964E-1
7.259967726E0,-2.405365929E-2,3.412289545E-2,-8.493709564E-2,9.464280604E-2
7.264738559E0,-9.609580040E-3,1.958006620E-2,-4.861640930E-2,5.328487848E-2
7.269508611E0,2.339862287E-3,2.836816013E-3,-4.346370697E-2,4.361899018E-2
7.274279497E0,1.416367292E-2,-2.094188705E-2,-9.770584106E-2,1.009237516E-1
7.279051111E0,1.167011261E-2,-2.787703462E-2,-1.467504501E-1,1.498299543E-1
7.283821945E0,-7.395528257E-3,-2.288364992E-2,-1.597709656E-1,1.615707793E-1
7.288591997E0,-2.632820234E-2,-1.790609211E-2,-1.109561920E-1,1.154343056E-1
7.293362882E0,-1.658701897E-2,-1.537051611E-2,-8.629035950E-2,8.920430542E-2
7.298134497E0,2.213269472E-4,-1.997813210E-2,-9.031963348E-2,9.250303206E-2
7.302905330E0,2.670980990E-3,-1.265064254E-2,-1.014394760E-1,1.022601593E-1
7.307675434E0,-1.162343472E-2,-3.010079265E-3,-1.124639511E-1,1.131030730E-1
7.312446268E0,-1.390183344E-2,-5.722977221E-4,-1.139001846E-1,1.147468542E-1
7.317217882E0,-6.612479687E-3,-7.703542709E-3,-1.224479675E-1,1.228681171E-1
7.321988768E0,-1.600304991E-2,-5.252428353E-3,-1.166801453E-1,1.178895327E-1
7.326758820E0,-2.536753193E-2,6.726946682E-3,-9.196662903E-2,9.563798588E-2
7.331529653E0,-3.225355595E-2,4.282996058E-3,-6.270980835E-2,7.064811385E-2
7.336301320E0,-2.483730391E-2,-7.689476013E-3,-5.981254578E-2,6.521932489E-2
7.341072153E0,-7.986262441E-3,-1.003941894E-2,-6.406307220E-2,6.533488762E-2
7.345842205E0,3.949783742E-3,-7.516767830E-3,-6.590270996E-2,6.644749634E-2
7.350613091E0,1.576035470E-2,-9.789738804E-3,-7.010173798E-2,7.251538756E-2
7.355384705E0,2.042834461E-2,-1.447001286E-2,-8.613681793E-2,8.970089152E-2
7.360155538E0,1.318681240E-2,-7.240731269E-3,-1.044111252E-1,1.054893515E-1
7.364925643E0,8.353777230E-3,-4.794031382E-3,-1.011676788E-1,1.016251326E-1
7.369696476E0,5.908899009E-3,-1.661242917E-2,-8.608055115E-2,8.786779374E-2
7.374468091E0,1.136377454E-3,-2.838459983E-2,-7.349109650E-2,7.879034285E-2
7.379238924E0,-1.196112484E-3,-2.581377514E-2,-7.525348663E-2,7.956675765E-2
7.384009028E0,-8.283719420E-3,-6.592907012E-3,-6.275558472E-2,6.364235888E-2
7.388779861E0,-1.053784043E-2,1.481581852E-2,-3.849124908E-2,4.256912984E-2
7.393551476E0,-1.282541826E-2,1.940097660E-2,-5.004119873E-2,5.518161666E-2
7.398322361E0,-3.196943551E-3,1.677305996E-2,-8.998489380E-2,9.159059504E-2
7.403092413E0,6.325177848E-3,1.894149184E-2,-8.211231232E-2,8.450573840E-2
7.407863247E0,-8.770786226E-4,2.351802960E-2,-4.106712341E-2,4.733260619E-2
7.412634913E0,-3.297399729E-3,1.853408664E-2,-2.885341644E-2,3.445148550E-2
7.417405747E0,-8.447952569E-4,1.668713987E-3,-1.911640167E-2,1.920768331E-2
7.422175799E0,3.883324564E-3,8.789632469E-3,2.409934998E-3,9.906847900E-3
7.426946684E0,6.249986589E-3,1.825166494E-2,1.900863647E-2,2.708346111E-2
7.431718299E0,1.091883332E-2,-3.255199641E-3,-7.265090942E-3,1.351291205E-2
7.436489132E0,1.085270941E-2,-2.938335761E-2,-5.943489075E-2,6.718384660E-2
7.441259236E0,6.038971245E-3,-2.435171232E-2,-8.030700684E-2,8.413495358E-2
7.446030070E0,5.987532437E-3,-7.465146482E-3,-5.827045441E-2,5.905103567E-2
7.450801684E0,3.588348627E-3,2.080112696E-3,-4.353904724E-2,4.373616066E-2
7.455572518E0,3.583572805E-3,-1.457016729E-2,-3.842830658E-2,4.125368487E-2
7.460342622E0,8.326724172E-3,-1.683625206E-2,-6.422328949E-2,6.691356090E-2
7.465113455E0,1.063036919E-2,7.084012032E-3,-9.217834473E-2,9.305931018E-2
7.469885070E0,-6.026290357E-3,1.890828460E-2,-1.127767563E-1,1.145095462E-1
7.474655955E0,-1.203056425E-3,1.164101064E-2,-1.308307648E-1,1.313531480E-1
7.479426007E0,1.782487333E-2,6.808444858E-3,-1.107463837E-1,1.123781230E-1
7.484196841E0,2.242324501E-2,1.386079937E-2,-8.133411407E-2,8.549948414E-2
7.488968507E0,1.279073209E-2,4.261262715E-3,-6.878471375E-2,7.009349494E-2
7.493739341E0,-6.232008338E-3,-7.606346160E-3,-7.533550262E-2,7.597455091E-2
7.498509393E0,-2.984441817E-2,-4.342310131E-4,-6.758499146E-2,7.388239927E-2
7.503280278E0,-4.856392741E-2,1.852277666E-2,-7.414531708E-2,9.054875121E-2
7.508051893E0,-4.101194069E-2,3.500000760E-2,-9.014606476E-2,1.050394821E-1
7.512822726E0,-1.695602760E-2,2.994650975E-2,-8.939456940E-2,9.578981864E-2
7.517592830E0,9.325735271E-3,1.541246846E-2,-5.541229248E-2,5.826693471E-2
7.522363663E0,1.639529318E-2,1.049613208E-2,-3.358268738E-2,3.881715237E-2
7.527135278E0,6.786786020E-3,1.036923379E-2,-4.280090332E-2,4.455893624E-2
7.531906111E0,6.781138480E-3,3.120772541E-3,-7.330799103E-2,7.368707220E-2
7.536676216E0,4.349239171E-3,-1.640986651E-3,-8.694076538E-2,8.706494934E-2
7.541447049E0,1.937612891E-3,7.333159447E-4,-1.123332977E-1,1.123524004E-1
7.546218663E0,1.894146204E-3,1.493248716E-2,-1.137704849E-1,1.147618848E-1
7.550989549E0,1.612227410E-2,2.189054713E-2,-5.821609497E-2,6.425136177E-2
7.555759601E0,3.020564467E-2,1.219782978E-2,1.586723328E-2,3.623447410E-2
7.560530434E0,2.757868171E-2,1.448269188E-2,5.609512329E-2,6.416381306E-2
7.565302101E0,1.790317148E-2,2.864550799E-2,3.663444519E-2,4.983142835E-2
7.570072934E0,3.559850156E-3,3.554197028E-2,1.970958710E-2,4.079671566E-2
7.574842986E0,-1.781246811E-2,4.235488921E-2,2.925872803E-3,4.604108374E-2
7.579613872E0,-4.143296555E-2,4.433666915E-2,-1.609230042E-2,6.278051447E-2
7.584385486E0,-4.351522028E-2,1.781197265E-2,-6.460189819E-3,4.746129811E-2
7.589156320E0,-2.898729593E-2,-1.558787376E-2,3.158092499E-2,4.561359399E-2
7.593926424E0,-2.834089100E-4,-3.209035099E-2,5.980873108E-2,6.787455532E-2
7.598697257E0,1.636282355E-2,-3.658475354E-2,2.369689941E-2,4.655887915E-2
7.603468872E0,1.625116169E-2,-2.439641207E-2,-3.585338593E-2,4.631145064E-2
7.608239705E0,2.086278796E-2,-1.468396932E-2,-7.354164124E-2,7.784117080E-2
7.613009809E0,1.831327379E-2,-1.932305843E-2,-9.667015076E-2,1.002690113E-1
7.617780643E0,1.540258527E-3,-2.869803272E-2,-8.636856079E-2,9.102459982E-2
7.622552257E0,6.274342537E-3,-4.741326720E-2,-4.053974152E-2,6.269653836E-2
7.627323143E0,3.711079061E-2,-5.647613853E-2,1.202964783E-2,6.864020272E-2
7.632093195E0,4.637492448E-2,-4.647013173E-2,2.617263794E-2,7.067611860E-2
7.636864028E0,3.889058530E-2,-4.369582608E-2,2.120685577E-2,6.222164876E-2
7.641635695E0,2.906865627E-2,-3.857085109E-2,-1.220798492E-2,4.981698733E-2
7.646406528E0,9.831868112E-3,-4.063691199E-2,-5.721473694E-2,7.086289840E-2
7.651176580E0,-1.399279013E-2,-4.503402859E-2,-5.436420441E-2,7.196755260E-2
7.655947466E0,-1.625144482E-2,-3.752394766E-2,-4.204082489E-2,5.864799284E-2
7.660719080E0,4.757121205E-4,-2.764998004E-2,-3.694248199E-2,4.614644812E-2
7.665489913E0,1.234135777E-2,-2.738115191E-2,-4.613113403E-2,5.504650869E-2
7.670260018E0,1.698569953E-2,-2.476648055E-2,-7.186222076E-2,7.788498777E-2
7.675030851E0,1.209485531E-2,-1.742547750E-2,-1.021270752E-1,1.043066262E-1
7.679802466E0,2.522297204E-3,-1.729378477E-2,-1.083993912E-1,1.097992030E-1
7.684573299E0,-7.022477686E-3,-7.666781545E-3,-5.763912201E-2,5.856930184E-2
7.689343403E0,1.200205088E-2,-1.233884506E-2,-2.866744995E-2,3.343828658E-2
7.694114236E0,2.852008492E-2,-2.886894718E-2,-1.893234253E-2,4.477996146E-2
7.698885851E0,2.353338152E-2,-2.861658856E-2,2.183914185E-4,3.705100379E-2
7.703656736E0,2.573670447E-2,-2.834028378E-2,-1.640224457E-2,4.164832852E-2
7.708426788E0,2.789551020E-2,-2.566591278E-2,-6.137371063E-2,7.213619705E-2
7.713197622E0,1.819162071E-2,-4.020642489E-3,-8.223056793E-2,8.431468990E-2
7.717969288E0,1.331677288E-2,2.211460099E-2,-8.629322052E-2,9.007170435E-2
7.722740122E0,-5.762461573E-3,2.663886175E-2,-7.370376587E-2,7.858167739E-2
7.727510174E0,-2.708302811E-2,1.693280414E-2,-5.409717560E-2,6.282288337E-2
7.732281059E0,-4.110334069E-2,4.933297634E-3,-4.652309418E-2,6.227535895E-2
7.737052674E0,-5.025852472E-2,9.626779705E-3,-6.038093567E-2,7.914828859E-2
7.741823507E0,-3.797008470E-2,2.612586319E-2,-6.937408447E-2,8.328896479E-2
7.746593611E0,-1.159147173E-2,2.826897427E-2,-2.368640900E-2,3.865932093E-2
7.751364445E0,7.444992661E-3,2.329763398E-2,-6.870269775E-3,2.540488676E-2
7.756136059E0,9.729690850E-3,2.309016511E-2,-9.186744690E-3,2.668742938E-2
7.760906893E0,9.595297277E-3,3.243289143E-2,2.175331116E-2,4.021403639E-2
7.765676997E0,7.139943540E-3,2.742685378E-2,1.207542419E-2,3.080628136E-2
7.770447830E0,-1.188794523E-2,3.198514879E-2,-1.176643372E-2,3.609462491E-2
7.775219445E0,-1.651251316E-2,2.698303387E-2,-3.066158295E-2,4.405541824E-2
7.779990330E0,2.616897225E-3,7.803741843E-3,-5.414772034E-2,5.476971933E-2
7.784760382E0,2.619743347E-3,7.751423866E-3,-5.607032776E-2,5.666417989E-2
7.789531216E0,-1.402262226E-2,1.962253451E-2,-2.473926544E-2,3.455009479E-2
7.794302882E0,-1.622908562E-2,2.664605528E-2,-4.827499390E-2,5.747930513E-2
7.799073716E0,-3.031407297E-2,1.936633885E-2,-8.586025238E-2,9.309125114E-2
7.803843768E0,-4.668199643E-2,1.686971635E-2,-5.428123474E-2,7.355439189E-2
7.808614653E0,-2.492688969E-2,2.496778965E-3,-3.008747101E-2,3.915149609E-2
7.813386268E0,-9.789280593E-4,2.462469041E-3,-1.796627045E-2,1.816064227E-2
7.818157101E0,3.750257194E-3,9.550884366E-3,4.153728485E-2,4.278586044E-2
7.822927205E0,1.556260884E-2,-1.425784640E-2,6.968021393E-2,7.280668370E-2
7.827698038E0,-1.161325723E-3,-3.786798194E-2,5.248165131E-2,6.472755563E-2
7.832469653E0,-2.964266390E-2,-3.046951070E-2,2.592945099E-2,4.979372485E-2
7.837240486E0,-3.414504975E-2,-2.073268965E-2,1.384162903E-2,4.227670206E-2
7.842010591E0,-2.433888242E-2,-1.817360520E-2,2.084827423E-2,3.684171090E-2
7.846781424E0,-1.229271665E-2,3.383915871E-3,3.017139435E-2,3.275476769E-2
7.851553038E0,1.397629827E-2,8.116360754E-3,2.991962433E-2,3.400582517E-2
7.856323924E0,2.340751141E-2,-8.636243641E-3,2.017307281E-2,3.208503018E-2
7.861093976E0,6.566405296E-3,-8.578140289E-3,7.461166382E-2,7.538967136E-2
7.865864809E0,4.162453115E-3,-6.146200001E-3,1.143493652E-1,1.145900481E-1
7.870636476E0,-1.009206474E-2,-1.795354486E-2,1.252679825E-1,1.269497813E-1
7.875407309E0,-3.140233457E-2,-8.243087679E-3,1.693325043E-1,1.724167977E-1
7.880177361E0,-1.929706335E-2,1.560547575E-2,1.940364838E-1,1.956171377E-1
7.884948247E0,4.604235291E-3,1.546155661E-2,2.375288010E-1,2.380760173E-1
7.889719861E0,1.166100800E-2,8.196748793E-3,2.901544571E-1,2.905043455E-1
7.894490695E0,2.348557860E-2,-1.087844372E-2,2.521228790E-1,2.534479415E-1
7.899260747E0,1.139194518E-2,-2.027202025E-2,2.191591263E-1,2.203893234E-1
7.904031632E0,-2.196825668E-2,-1.294220053E-2,1.935911179E-1,1.952629657E-1
7.908803247E0,-2.413424850E-2,-5.725800991E-3,1.563653946E-1,1.583205084E-1
7.913574080E0,-1.686397195E-2,-8.092023432E-3,1.954231262E-1,1.963162567E-1
7.918344184E0,-2.505753189E-3,-1.753489301E-2,2.531490326E-1,2.537679727E-1
7.923115018E0,2.365560085E-2,-1.268010400E-2,2.700328827E-1,2.713634652E-1
7.927886632E0,3.772821277E-2,1.604698598E-3,3.010206223E-1,3.033799732E-1
7.932657466E0,2.791596204E-2,3.978040069E-3,3.246278763E-1,3.258502475E-1
7.937427570E0,8.688904345E-3,8.705753833E-3,3.029298782E-1,3.031794820E-1
7.942198403E0,3.867074847E-3,1.814218611E-2,3.051548004E-1,3.057180816E-1
7.946970070E0,-8.885674179E-4,1.565556973E-2,2.954883575E-1,2.959041329E-1
7.951740903E0,3.865890205E-3,1.266658306E-3,2.787818909E-1,2.788115711E-1
7.956510955E0,2.045145631E-2,-5.853760988E-3,2.978267670E-1,2.985855182E-1
7.961281841E0,1.790563762E-2,6.104502827E-3,2.716035843E-1,2.722616091E-1
7.966053455E0,1.540718973E-2,3.218184039E-2,2.004890442E-1,2.036391642E-1
7.970824288E0,5.754664540E-3,5.564175919E-2,2.059402466E-1,2.134022181E-1
7.975594341E0,-8.591890335E-3,5.516469106E-2,2.042236328E-1,2.117173964E-1
7.980365226E0,-1.092199236E-2,5.471776798E-2,1.811542511E-1,1.895525962E-1
7.985136841E0,-8.458346128E-3,5.190060288E-2,2.271280289E-1,2.331359211E-1
7.989907674E0,-1.292850822E-3,1.824263483E-2,2.584724426E-1,2.591186384E-1
7.994677778E0,3.438659012E-3,-5.664274096E-3,2.990541458E-1,2.991275489E-1
7.999448611E0,1.050487161E-2,6.266459823E-3,3.369226456E-1,3.371446128E-1
8.004220226E0,1.279021800E-2,6.226852536E-3,3.056249619E-1,3.059558476E-1
8.008991059E0,7.934093475E-3,-3.309015185E-3,2.864589691E-1,2.865879279E-1
8.013761163E0,7.840514183E-3,1.505687833E-3,2.674522400E-1,2.675713763E-1
8.018531997E0,6.251260638E-4,-8.419826627E-4,2.343597412E-1,2.343620874E-1
8.023303611E0,-6.556384265E-3,-7.997069508E-3,2.514019012E-1,2.516144973E-1
8.028074497E0,2.915009856E-3,-1.506666280E-2,3.157835007E-1,3.161561654E-1
8.032844549E0,1.708173752E-2,-2.437240258E-2,3.321437836E-1,3.334745758E-1
8.037615382E0,1.928589493E-2,-1.463363506E-2,3.388729095E-1,3.397365712E-1
8.042387049E0,1.194894314E-2,6.894551218E-3,3.811578751E-1,3.814074433E-1
8.047157882E0,-4.888325930E-5,4.449315369E-3,3.898515701E-1,3.898769620E-1
8.051927934E0,-1.022815704E-4,1.624306664E-2,4.222173691E-1,4.225297083E-1
8.056698820E0,7.045909762E-3,1.844212040E-2,3.973312378E-1,3.978214036E-1
8.061470434E0,9.333789349E-3,1.655749977E-3,3.655309677E-1,3.656538657E-1
8.066241268E0,1.400303841E-2,6.429214031E-3,3.838510513E-1,3.841601873E-1
8.071011372E0,9.110614657E-3,4.200033098E-2,3.616600037E-1,3.642045982E-1
8.075782205E0,-1.001227647E-2,5.110673606E-2,3.776388168E-1,3.812128279E-1
8.080553820E0,-2.886671573E-3,2.455155924E-2,4.362211227E-1,4.369210225E-1
8.085324653E0,1.847711205E-2,-1.362672821E-2,4.373340607E-1,4.379362648E-1
8.090094757E0,1.829566807E-2,-3.246751055E-2,4.503087997E-1,4.518482996E-1
8.094865591E0,2.049013972E-2,-4.883023351E-2,4.679231644E-1,4.709101032E-1
8.099637205E0,1.794438064E-2,-5.078533664E-2,4.307851791E-1,4.341394036E-1
8.104408091E0,-8.374422789E-3,-1.476417296E-2,4.438142776E-1,4.441387450E-1
8.109178143E0,-2.732520923E-2,1.623510197E-2,4.543609619E-1,4.554713265E-1
8.113948976E0,-2.704567090E-2,1.611213759E-2,4.363288879E-1,4.374631044E-1
8.118720643E0,-3.394360095E-2,6.546285003E-3,4.564342499E-1,4.577414624E-1
8.123491476E0,-3.841002658E-2,-2.939652652E-3,4.383850098E-1,4.400742988E-1
8.128261528E0,-3.102137893E-2,-1.477354579E-2,4.418554306E-1,4.431893559E-1
8.133032413E0,-1.422433183E-2,-1.701203361E-2,4.690380096E-1,4.695619186E-1
8.137804028E0,1.198209077E-2,-1.688400283E-2,4.318914413E-1,4.323873925E-1
8.142574861E0,1.897720993E-2,-2.380042896E-2,4.330406189E-1,4.341091712E-1
8.147344966E0,6.947323680E-3,-2.828505263E-2,4.389276505E-1,4.398929322E-1
8.152115799E0,-2.581808716E-3,-1.376539655E-2,4.186515808E-1,4.188857816E-1
8.156887413E0,-1.920698583E-2,2.980925143E-3,4.602699280E-1,4.606801502E-1
8.161658247E0,-1.664739847E-2,3.021698445E-3,4.611825943E-1,4.614928513E-1
8.166428351E0,2.483367920E-3,7.810447365E-3,4.288482666E-1,4.289265741E-1
8.171199184E0,7.236242294E-3,7.811214775E-3,4.347715378E-1,4.349019066E-1
8.175970799E0,-2.295371145E-3,-4.085287452E-3,4.026584625E-1,4.026857283E-1
8.180741684E0,-2.364471927E-2,7.362067699E-4,4.064254761E-1,4.071133532E-1
8.185511736E0,-3.534612805E-2,1.261341199E-2,4.362764359E-1,4.378876287E-1
8.190282570E0,-3.267870098E-2,2.439183742E-2,4.207706451E-1,4.227419958E-1
8.195054236E0,-2.528520301E-2,2.660211548E-2,4.576253891E-1,4.590947732E-1
8.199825070E0,-1.320515200E-2,1.452267915E-2,4.846744537E-1,4.850717579E-1
8.204595122E0,-1.307004318E-2,9.613312781E-3,4.853839874E-1,4.856550803E-1
8.209365955E0,-1.058863848E-2,1.192072034E-2,5.311956406E-1,5.314348797E-1
8.214137622E0,-1.284931228E-2,2.607927099E-2,5.148992538E-1,5.157193760E-1
8.218908455E0,-7.995344698E-3,3.299739212E-2,4.939889908E-1,4.951543966E-1
8.223678507E0,1.106320322E-2,2.561280504E-2,4.946203232E-1,4.954065748E-1
8.228449393E0,2.758888900E-2,1.826290786E-2,4.738788605E-1,4.750324778E-1
8.233221007E0,2.495700866E-2,-8.965022862E-4,4.841756821E-1,4.848192932E-1
8.237991841E0,1.765201241E-2,-1.045286655E-2,4.896373749E-1,4.900669493E-1
8.242761945E0,1.750363410E-2,-5.658023059E-3,4.760608673E-1,4.764161414E-1
8.247532778E0,7.833175361E-3,3.898583353E-3,4.744672775E-1,4.745479481E-1
8.252304393E0,-8.905895054E-3,8.573781699E-3,4.966306686E-1,4.967845063E-1
8.257075226E0,-2.075731754E-2,-3.408834338E-3,5.376014709E-1,5.380128511E-1
8.261845330E0,-1.346330717E-2,-3.447629511E-3,5.354948044E-1,5.356751182E-1
8.266616163E0,1.756507903E-2,-1.031868160E-3,5.191621780E-1,5.194602621E-1
8.271387778E0,2.691387385E-2,-1.525507681E-2,5.243320465E-1,5.252439138E-1
8.276158663E0,1.719173044E-2,-3.176088259E-2,4.867248535E-1,4.880628979E-1
8.280928716E0,2.775497735E-3,-4.575499892E-2,4.304380417E-1,4.328719569E-1
8.285699549E0,-1.152075082E-2,-3.586401790E-2,4.126052856E-1,4.143212247E-1
8.290471216E0,-1.139919460E-2,-2.128051221E-2,3.925476074E-1,3.932892395E-1
8.295242049E0,-8.958175778E-3,-1.631512120E-2,4.296369553E-1,4.300399347E-1
8.300012101E0,1.010838151E-2,-2.326183766E-2,4.521722794E-1,4.528830563E-1
8.304782986E0,2.426761389E-2,-2.305487543E-2,4.341583252E-1,4.354467771E-1
8.309554601E0,2.878538519E-2,-1.097888872E-2,4.851465225E-1,4.861237319E-1
8.314325434E0,3.566666692E-2,-1.377869397E-3,4.692325592E-1,4.705881472E-1
8.319095538E0,2.352418005E-2,8.143335581E-3,3.893489838E-1,3.901439890E-1
8.323866372E0,6.680920720E-3,1.523776725E-2,3.647365570E-1,3.651158450E-1
8.328637986E0,4.249818623E-3,2.227310091E-2,3.355817795E-1,3.363469677E-1
8.333408820E0,-5.310405046E-3,2.922289446E-2,3.280372620E-1,3.293791481E-1
8.338178924E0,1.801021397E-3,3.606110811E-2,3.419237137E-1,3.438247710E-1
8.342949757E0,1.837681979E-2,3.577356040E-2,3.082094193E-1,3.108222985E-1
8.347721372E0,2.531761676E-2,2.364500612E-2,3.246335983E-1,3.264767085E-1
8.352492257E0,1.795569062E-2,2.093978226E-3,3.789072037E-1,3.793381876E-1
8.357262309E0,8.281230927E-3,2.062540501E-3,3.994913101E-1,3.995824567E-1
8.362033143E0,1.287830621E-2,2.579981089E-2,4.365243912E-1,4.374757423E-1
8.366804757E0,2.464056015E-2,3.034589440E-2,4.305133820E-1,4.322844001E-1
8.371575643E0,2.918223292E-2,2.775885910E-2,3.960618973E-1,3.981044881E-1
8.376345695E0,1.941429824E-2,2.756733447E-2,3.761425018E-1,3.776507045E-1
8.381116580E0,1.447591186E-2,1.542583480E-2,3.587627411E-1,3.593858829E-1
8.385888195E0,1.907512546E-2,1.050814241E-2,3.913860321E-1,3.919914637E-1
8.390659028E0,2.601015568E-2,8.032590151E-3,4.071178436E-1,4.080269468E-1
8.395429080E0,1.632241905E-2,1.038004085E-2,4.084739685E-1,4.089317175E-1
8.400199966E0,6.661474705E-3,7.959451526E-3,4.549264908E-1,4.550448771E-1
8.404971580E0,6.550684571E-3,5.477678031E-3,4.725036621E-1,4.725808155E-1
8.409742413E0,1.665435731E-3,1.723438501E-2,4.685668945E-1,4.688866946E-1
8.414512518E0,-7.781758904E-4,1.702275127E-2,4.717845917E-1,4.720922373E-1
8.419283351E0,1.574069262E-3,1.449267939E-2,4.536094666E-1,4.538436555E-1
8.424054966E0,3.906831145E-3,2.388134971E-2,4.664478302E-1,4.670751123E-1
8.428825799E0,6.247267127E-3,3.076339513E-2,4.625606537E-1,4.636246037E-1
8.433595903E0,3.792628646E-3,3.281286359E-2,4.539585114E-1,4.551586515E-1
8.438366736E0,8.426740766E-3,2.302855253E-2,4.929113388E-1,4.935209338E-1
8.443138351E0,2.254579961E-2,1.455225050E-3,4.983015060E-1,4.988134137E-1
8.447909236E0,8.112020791E-3,-2.943531610E-2,4.632854462E-1,4.642904773E-1
8.452679288E0,3.294974566E-3,-5.051730946E-2,4.475526810E-1,4.504067691E-1
8.457450122E0,-3.883123398E-3,-5.245779827E-2,4.438228607E-1,4.469291118E-1
8.462221788E0,-2.289951593E-2,-3.298737481E-2,4.543695450E-1,4.561405903E-1
8.466992622E0,-3.698181361E-2,5.286581814E-3,4.719505310E-1,4.734267696E-1
8.471762674E0,-3.192649409E-2,1.477922872E-2,4.371538162E-1,4.385671963E-1
8.476533559E0,-1.504256576E-2,-4.269745201E-3,4.121427536E-1,4.124392790E-1
8.481305174E0,-2.916340157E-2,-6.595205516E-3,3.849668503E-1,3.861262443E-1
8.486076007E0,-3.372432292E-2,-6.554573774E-3,3.746356964E-1,3.762076520E-1
8.490846111E0,-9.757481515E-3,-1.835777238E-2,3.786373138E-1,3.792076366E-1
8.495616945E0,4.540286958E-3,-2.291289344E-2,3.564891815E-1,3.572536234E-1
8.500388559E0,2.127140760E-3,-2.743003704E-2,3.891296387E-1,3.901010220E-1
8.505159393E0,-9.762637317E-3,-3.900449350E-2,4.215002060E-1,4.234136078E-1
8.509929497E0,-2.395462990E-2,-3.626507893E-2,4.274835587E-1,4.296872970E-1
8.514700330E0,-1.428689808E-2,-7.432844490E-3,4.286708832E-1,4.289732960E-1
8.519471945E0,2.450026572E-3,1.166255772E-2,3.918590546E-1,3.920402231E-1
8.524242778E0,5.428493023E-5,9.258821607E-3,3.814725876E-1,3.815849366E-1
8.529012882E0,-1.419236511E-2,4.473857582E-3,3.877897263E-1,3.880751350E-1
8.533783716E0,-3.309579939E-2,2.075389028E-3,3.679399490E-1,3.694312457E-1
8.538555330E0,-3.754211217E-2,-2.757236362E-4,3.909893036E-1,3.927876293E-1
8.543326216E0,-3.248227388E-2,-7.355336100E-3,3.877305984E-1,3.891583432E-1
8.548096268E0,-1.562122628E-2,-1.205652952E-2,3.773765564E-1,3.778921115E-1
8.552867101E0,3.473579884E-3,-4.820629954E-3,3.979730606E-1,3.980174132E-1
8.557638768E0,-1.304969192E-3,7.048673928E-3,4.112758636E-1,4.113383313E-1
8.562409601E0,-1.295268536E-3,1.407057047E-2,4.482097626E-1,4.484324363E-1
8.567179653E0,-3.659810871E-3,1.636786386E-2,4.753389359E-1,4.756347392E-1
