"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.484258081E0,8.858165890E-2,1.316754371E-1,9.875657082E0,9.876932111E0
2.486654851E0,8.379345387E-2,1.316754371E-1,9.866081238E0,9.867315681E0
2.489051206E0,8.618755639E-2,1.244931296E-1,9.863686562E0,9.864848677E0
2.491448185E0,8.858165890E-2,1.292813420E-1,9.866081238E0,9.867325847E0
2.493845008E0,7.661115378E-2,1.340695322E-1,9.878050804E0,9.879257644E0
2.496241987E0,7.661115378E-2,1.268872321E-1,9.880446434E0,9.881558145E0
2.498638810E0,8.139935881E-2,1.173108369E-1,9.873263359E0,9.874295775E0
2.501035581E0,9.336984903E-2,1.244931296E-1,9.868474960E0,9.869701845E0
2.503433185E0,9.336984903E-2,1.244931296E-1,9.870868683E0,9.872095270E0
2.505830112E0,7.900525630E-2,1.077344418E-1,9.880446434E0,9.881349618E0
2.508226362E0,8.379345387E-2,1.101285368E-1,9.880446434E0,9.881415454E0
2.510622768E0,9.336984903E-2,1.173108369E-1,9.875657082E0,9.876795156E0
2.513019383E0,9.815804660E-2,1.220990419E-1,9.887627602E0,9.888868629E0
2.515416674E0,9.815804660E-2,1.316754371E-1,9.887627602E0,9.888991506E0
2.517813497E0,9.815804660E-2,1.244931296E-1,9.868474960E0,9.869748304E0
2.520209695E0,9.576395154E-2,1.316754371E-1,9.858899117E0,9.860243453E0
2.522606831E0,8.618755639E-2,1.220990419E-1,9.861292839E0,9.862425307E0
2.525003341E0,8.858165890E-2,1.125226393E-1,9.861292839E0,9.862332610E0
2.527399331E0,7.900525630E-2,1.316754371E-1,9.866081238E0,9.867276181E0
2.529795841E0,7.661115378E-2,1.412518322E-1,9.870868683E0,9.872176553E0
2.532192143E0,9.576395154E-2,1.412518322E-1,9.878050804E0,9.879524812E0
2.534588914E0,9.097574651E-2,1.220990419E-1,9.885233879E0,9.886406506E0
2.536985268E0,7.900525630E-2,1.220990419E-1,9.873263359E0,9.874334376E0
2.539381310E0,8.139935881E-2,1.244931296E-1,9.858899117E0,9.860021105E0
2.541778497E0,9.097574651E-2,1.220990419E-1,9.861292839E0,9.862468313E0
2.544175529E0,8.858165890E-2,1.244931296E-1,9.870868683E0,9.872051145E0
2.546572247E0,8.858165890E-2,1.220990419E-1,9.870868683E0,9.872021244E0
2.548969383E0,9.097574651E-2,1.268872321E-1,9.863686562E0,9.864922176E0
2.551366362E0,7.900525630E-2,1.173108369E-1,9.861292839E0,9.862307038E0
2.553763549E0,8.618755639E-2,1.173108369E-1,9.868474960E0,9.869548529E0
2.556160112E0,9.097574651E-2,1.316754371E-1,9.878050804E0,9.879347281E0
2.558556206E0,8.618755639E-2,1.244931296E-1,9.878050804E0,9.879211230E0
2.560953029E0,9.815804660E-2,1.125226393E-1,9.856505394E0,9.857636376E0
2.563349591E0,1.029462516E-1,1.197049394E-1,9.851716042E0,9.852981080E0
2.565745737E0,9.097574651E-2,1.197049394E-1,9.866081238E0,9.867226806E0
2.568142039E0,7.900525630E-2,1.268872321E-1,9.866081238E0,9.867213446E0
2.570538549E0,1.005521491E-1,1.316754371E-1,9.863686562E0,9.865077888E0
2.572935789E0,1.029462516E-1,1.197049394E-1,9.866081238E0,9.867344435E0
2.575332560E0,8.858165890E-2,1.149167418E-1,9.870868683E0,9.871935024E0
2.577729174E0,8.618755639E-2,1.292813420E-1,9.868474960E0,9.869698071E0
2.580126622E0,7.421706617E-2,1.388577372E-1,9.868474960E0,9.869730882E0
2.582523393E0,7.421706617E-2,1.388577372E-1,9.873263359E0,9.874518672E0
2.584919799E0,8.618755639E-2,1.364636272E-1,9.882840157E0,9.884158041E0
2.587316518E0,8.858165890E-2,1.340695322E-1,9.875657082E0,9.876964318E0
2.589713133E0,8.379345387E-2,1.292813420E-1,9.863686562E0,9.864889639E0
2.592110112E0,8.379345387E-2,1.173108369E-1,9.866081238E0,9.867134446E0
2.594506726E0,7.661115378E-2,1.220990419E-1,9.873263359E0,9.874315511E0
2.596903081E0,8.139935881E-2,1.292813420E-1,9.875657082E0,9.876838680E0
2.599300320E0,8.379345387E-2,1.340695322E-1,9.856505394E0,9.857773307E0
2.601696779E0,7.421706617E-2,1.292813420E-1,9.849322319E0,9.850450344E0
2.604092820E0,8.618755639E-2,1.268872321E-1,9.856505394E0,9.857698882E0
2.606489591E0,9.097574651E-2,1.173108369E-1,9.856505394E0,9.857623294E0
2.608886674E0,9.097574651E-2,1.101285368E-1,9.870868683E0,9.871902220E0
2.611284174E0,9.097574651E-2,1.268872321E-1,9.882840157E0,9.884073377E0
2.613681049E0,8.379345387E-2,1.316754371E-1,9.863686562E0,9.864921305E0
2.616077508E0,8.379345387E-2,1.244931296E-1,9.858899117E0,9.860041160E0
2.618474851E0,8.379345387E-2,1.268872321E-1,9.868474960E0,9.869646385E0
2.620871622E0,9.097574651E-2,1.244931296E-1,9.880446434E0,9.881649501E0
2.623267768E0,1.005521491E-1,1.244931296E-1,9.882840157E0,9.884135715E0
2.625664331E0,8.618755639E-2,1.244931296E-1,9.882840157E0,9.884000020E0
2.628060945E0,7.900525630E-2,1.220990419E-1,9.878050804E0,9.879121302E0
2.630458185E0,8.858165890E-2,1.316754371E-1,9.875657082E0,9.876932111E0
2.632855008E0,9.097574651E-2,1.340695322E-1,9.878050804E0,9.879379480E0
2.635251258E0,8.139935881E-2,1.197049394E-1,9.866081238E0,9.867143159E0
2.637648654E0,7.900525630E-2,1.220990419E-1,9.858899117E0,9.859971693E0
2.640045581E0,9.336984903E-2,1.316754371E-1,9.863686562E0,9.865007295E0
2.642441935E0,9.097574651E-2,1.244931296E-1,9.868474960E0,9.869679487E0
2.644838654E0,7.900525630E-2,1.268872321E-1,9.866081238E0,9.867213446E0
2.647235008E0,8.618755639E-2,1.268872321E-1,9.861292839E0,9.862485748E0
2.649631674E0,8.618755639E-2,1.149167418E-1,9.868474960E0,9.869520363E0
2.652028185E0,7.900525630E-2,1.197049394E-1,9.861292839E0,9.862335807E0
2.654424383E0,7.421706617E-2,1.364636272E-1,9.858899117E0,9.860122833E0
2.656821518E0,7.421706617E-2,1.316754371E-1,9.868474960E0,9.869632447E0
2.659218237E0,8.379345387E-2,1.220990419E-1,9.868474960E0,9.869585987E0
2.661614435E0,8.858165890E-2,1.149167418E-1,9.870868683E0,9.871935024E0
2.664010997E0,8.858165890E-2,1.101285368E-1,9.878050804E0,9.879061833E0
2.666407716E0,9.815804660E-2,1.173108369E-1,9.885233879E0,9.886417232E0
2.668804851E0,9.336984903E-2,1.268872321E-1,9.875657082E0,9.876913541E0
2.671201779E0,8.139935881E-2,1.220990419E-1,9.856505394E0,9.857597710E0
2.673598601E0,8.858165890E-2,1.125226393E-1,9.856505394E0,9.857545670E0
2.675996414E0,9.576395154E-2,1.173108369E-1,9.868474960E0,9.869636802E0
2.678393862E0,8.858165890E-2,1.197049394E-1,9.870868683E0,9.871991923E0
2.680790633E0,8.139935881E-2,1.197049394E-1,9.868474960E0,9.869536624E0
2.683187716E0,7.421706617E-2,1.244931296E-1,9.868474960E0,9.869539237E0
2.685584851E0,8.379345387E-2,1.268872321E-1,9.863686562E0,9.864858554E0
2.687982299E0,9.336984903E-2,1.244931296E-1,9.851716042E0,9.852945013E0
2.690379539E0,8.618755639E-2,1.220990419E-1,9.858899117E0,9.860031859E0
2.692776362E0,7.900525630E-2,1.244931296E-1,9.870868683E0,9.871969860E0
2.695173810E0,7.661115378E-2,1.220990419E-1,9.868474960E0,9.869527622E0
2.697570893E0,7.900525630E-2,1.268872321E-1,9.861292839E0,9.862425597E0
2.699967351E0,8.139935881E-2,1.316754371E-1,9.863686562E0,9.864901260E0
2.702363862E0,8.139935881E-2,1.197049394E-1,9.873263359E0,9.874324508E0
2.704760476E0,8.618755639E-2,1.244931296E-1,9.873263359E0,9.874424347E0
2.707157716E0,8.379345387E-2,1.340695322E-1,9.878050804E0,9.879315952E0
2.709554591E0,7.421706617E-2,1.220990419E-1,9.878050804E0,9.879084170E0
2.711950997E0,6.942886859E-2,1.125226393E-1,9.868474960E0,9.869360656E0
2.714348289E0,7.182296365E-2,1.244931296E-1,9.858899117E0,9.859946697E0
2.716745424E0,8.139935881E-2,1.220990419E-1,9.856505394E0,9.857597710E0
2.719141674E0,8.858165890E-2,1.173108369E-1,9.873263359E0,9.874357594E0
2.721538289E0,8.379345387E-2,1.220990419E-1,9.875657082E0,9.876767301E0
2.723935164E0,8.618755639E-2,1.197049394E-1,9.868474960E0,9.869577276E0
2.726332143E0,8.379345387E-2,1.220990419E-1,9.873263359E0,9.874373847E0
2.728728758E0,8.139935881E-2,1.244931296E-1,9.880446434E0,9.881565976E0
2.731125060E0,9.097574651E-2,1.244931296E-1,9.873263359E0,9.874467301E0
2.733521987E0,8.858165890E-2,1.197049394E-1,9.856505394E0,9.857630271E0
2.735918601E0,8.858165890E-2,1.292813420E-1,9.858899117E0,9.860144632E0
2.738314851E0,9.336984903E-2,1.340695322E-1,9.880446434E0,9.881797119E0
2.740711258E0,9.097574651E-2,1.268872321E-1,9.873263359E0,9.874497775E0
2.743107924E0,8.618755639E-2,1.244931296E-1,9.861292839E0,9.862455236E0
2.745505372E0,8.618755639E-2,1.268872321E-1,9.880446434E0,9.881637030E0
2.747902612E0,9.576395154E-2,1.220990419E-1,9.887627602E0,9.888845155E0
2.750299383E0,9.576395154E-2,1.173108369E-1,9.880446434E0,9.881606868E0
2.752696726E0,8.618755639E-2,1.173108369E-1,9.868474960E0,9.869548529E0
2.755093445E0,7.661115378E-2,1.268872321E-1,9.866081238E0,9.867194567E0
2.757489539E0,6.942886859E-2,1.268872321E-1,9.873263359E0,9.874322766E0
2.759886206E0,7.900525630E-2,1.220990419E-1,9.875657082E0,9.876727839E0
2.762283133E0,9.815804660E-2,1.220990419E-1,9.861292839E0,9.862537180E0
2.764680633E0,8.858165890E-2,1.244931296E-1,9.856505394E0,9.857689579E0
2.767077612E0,6.942886859E-2,1.292813420E-1,9.868474960E0,9.869565952E0
2.769473810E0,7.182296365E-2,1.268872321E-1,9.866081238E0,9.867158552E0
2.771870893E0,7.900525630E-2,1.316754371E-1,9.854109764E0,9.855306159E0
2.774267924E0,8.139935881E-2,1.316754371E-1,9.844533920E0,9.845750981E0
2.776664643E0,8.139935881E-2,1.149167418E-1,9.849322319E0,9.850329023E0
2.779061414E0,8.618755639E-2,1.077344418E-1,9.868474960E0,9.869439348E0
2.781457872E0,9.576395154E-2,1.173108369E-1,9.870868683E0,9.872030243E0
2.783854747E0,9.336984903E-2,1.173108369E-1,9.866081238E0,9.867220417E0
2.786251310E0,8.379345387E-2,1.173108369E-1,9.870868683E0,9.871921380E0
2.788647716E0,7.661115378E-2,1.173108369E-1,9.882840157E0,9.883833298E0
2.791045424E0,9.576395154E-2,1.268872321E-1,9.875657082E0,9.876936463E0
2.793442820E0,1.053403467E-1,1.292813420E-1,9.863686562E0,9.865096190E0
2.795839591E0,8.858165890E-2,1.220990419E-1,9.863686562E0,9.864839962E0
2.798236622E0,8.379345387E-2,1.149167418E-1,9.863686562E0,9.864711845E0
2.800633497E0,7.900525630E-2,1.149167418E-1,9.870868683E0,9.871853739E0
2.803030737E0,7.900525630E-2,1.125226393E-1,9.870868683E0,9.871826160E0
2.805427456E0,8.618755639E-2,1.125226393E-1,9.868474960E0,9.869492777E0
2.807823758E0,8.618755639E-2,1.364636272E-1,9.870868683E0,9.872188165E0
2.810220893E0,8.379345387E-2,1.484341323E-1,9.866081238E0,9.867553548E0
2.812617716E0,8.618755639E-2,1.340695322E-1,9.866081238E0,9.867368541E0
2.815014435E0,9.097574651E-2,1.244931296E-1,9.873263359E0,9.874467301E0
2.817411466E0,9.336984903E-2,1.340695322E-1,9.868474960E0,9.869827284E0
2.819808289E0,8.858165890E-2,1.412518322E-1,9.870868683E0,9.872276705E0
2.822205476E0,8.379345387E-2,1.340695322E-1,9.880446434E0,9.881711275E0
2.824602039E0,7.900525630E-2,1.244931296E-1,9.880446434E0,9.881546544E0
2.826998445E0,9.097574651E-2,1.220990419E-1,9.868474960E0,9.869649579E0
2.829395841E0,1.005521491E-1,1.220990419E-1,9.861292839E0,9.862561299E0
2.831792612E0,1.005521491E-1,1.101285368E-1,9.866081238E0,9.867208218E0
2.834189018E0,1.005521491E-1,1.173108369E-1,9.873263359E0,9.874472235E0
2.836585737E0,9.336984903E-2,1.292813420E-1,9.882840157E0,9.884126727E0
2.838982508E0,8.858165890E-2,1.268872321E-1,9.870868683E0,9.872081626E0
2.841379747E0,8.858165890E-2,1.292813420E-1,9.858899117E0,9.860144632E0
2.843776622E0,8.618755639E-2,1.292813420E-1,9.861292839E0,9.862516840E0
2.846173133E0,8.858165890E-2,1.244931296E-1,9.866081238E0,9.867264273E0
2.848570008E0,8.139935881E-2,1.316754371E-1,9.863686562E0,9.864901260E0
2.850966622E0,7.900525630E-2,1.292813420E-1,9.863686562E0,9.864850130E0
2.853363081E0,1.005521491E-1,1.173108369E-1,9.866081238E0,9.867290994E0
2.855759904E0,1.077344418E-1,1.053403467E-1,9.870868683E0,9.872018631E0
2.858156570E0,9.576395154E-2,1.029462516E-1,9.885233879E0,9.886233737E0
2.860553706E0,8.858165890E-2,1.197049394E-1,9.887627602E0,9.888748939E0
2.862950789E0,8.858165890E-2,1.244931296E-1,9.873263359E0,9.874445534E0
2.865347508E0,8.618755639E-2,1.292813420E-1,9.875657082E0,9.876879302E0
2.867744904E0,8.379345387E-2,1.388577372E-1,9.875657082E0,9.876988691E0
2.870141883E0,7.182296365E-2,1.316754371E-1,9.863686562E0,9.864826889E0
2.872538445E0,7.182296365E-2,1.244931296E-1,9.863686562E0,9.864733634E0
2.874935424E0,8.618755639E-2,1.220990419E-1,9.873263359E0,9.874394454E0
2.877332247E0,8.618755639E-2,1.244931296E-1,9.873263359E0,9.874424347E0
2.879729279E0,9.336984903E-2,1.292813420E-1,9.866081238E0,9.867369993E0
2.882126206E0,9.815804660E-2,1.197049394E-1,9.861292839E0,9.862507832E0
2.884522768E0,9.576395154E-2,1.197049394E-1,9.858899117E0,9.860090861E0
2.886919643E0,9.336984903E-2,1.268872321E-1,9.880446434E0,9.881702284E0
2.889316101E0,8.618755639E-2,1.340695322E-1,9.868474960E0,9.869761951E0
2.891712560E0,8.379345387E-2,1.364636272E-1,9.861292839E0,9.862592972E0
2.894109383E0,9.097574651E-2,1.268872321E-1,9.873263359E0,9.874497775E0
2.896506101E0,9.576395154E-2,1.244931296E-1,9.868474960E0,9.869724784E0
2.898903237E0,8.618755639E-2,1.292813420E-1,9.866081238E0,9.867304645E0
2.901300112E0,7.900525630E-2,1.292813420E-1,9.863686562E0,9.864850130E0
2.903696622E0,9.576395154E-2,1.268872321E-1,9.870868683E0,9.872148685E0
2.906093393E0,1.029462516E-1,1.244931296E-1,9.866081238E0,9.867403684E0
2.908489851E0,8.858165890E-2,1.220990419E-1,9.866081238E0,9.867234358E0
2.910886154E0,8.858165890E-2,1.244931296E-1,9.870868683E0,9.872051145E0
2.913282612E0,9.815804660E-2,1.220990419E-1,9.856505394E0,9.857750340E0
2.915679174E0,1.005521491E-1,1.292813420E-1,9.856505394E0,9.857866046E0
2.918076206E0,9.336984903E-2,1.268872321E-1,9.863686562E0,9.864944545E0
2.920472820E0,9.336984903E-2,1.292813420E-1,9.868474960E0,9.869763403E0
2.922869174E0,9.097574651E-2,1.412518322E-1,9.873263359E0,9.874692807E0
2.925266362E0,9.097574651E-2,1.412518322E-1,9.870868683E0,9.872298477E0
2.927663133E0,9.576395154E-2,1.316754371E-1,9.875657082E0,9.876999137E0
2.930059435E0,9.097574651E-2,1.292813420E-1,9.873263359E0,9.874528830E0
2.932456258E0,8.618755639E-2,1.220990419E-1,9.866081238E0,9.867213156E0
2.934853029E0,8.379345387E-2,1.149167418E-1,9.861292839E0,9.862318371E0
2.937249956E0,7.421706617E-2,1.149167418E-1,9.856505394E0,9.857454672E0
2.939646258E0,8.139935881E-2,1.244931296E-1,9.861292839E0,9.862414555E0
2.942042351E0,1.005521491E-1,1.268872321E-1,9.856505394E0,9.857834939E0
2.944439331E0,1.005521491E-1,1.220990419E-1,9.861292839E0,9.862561299E0
2.946835997E0,8.379345387E-2,1.268872321E-1,9.866081238E0,9.867252946E0
2.949232456E0,7.421706617E-2,1.340695322E-1,9.866081238E0,9.867271244E0
2.951629174E0,7.421706617E-2,1.340695322E-1,9.873263359E0,9.874452500E0
2.954025893E0,7.421706617E-2,1.292813420E-1,9.873263359E0,9.874388649E0
2.956422924E0,8.379345387E-2,1.292813420E-1,9.863686562E0,9.864889639E0
2.958819539E0,8.618755639E-2,1.268872321E-1,9.851716042E0,9.852910110E0
2.961215789E0,7.900525630E-2,1.197049394E-1,9.863686562E0,9.864729276E0
2.963612768E0,8.379345387E-2,1.197049394E-1,9.866081238E0,9.867163200E0
2.966009435E0,9.576395154E-2,1.292813420E-1,9.868474960E0,9.869786342E0
2.968405945E0,9.576395154E-2,1.292813420E-1,9.870868683E0,9.872179747E0
2.970802820E0,9.097574651E-2,1.220990419E-1,9.861292839E0,9.862468313E0
2.973200060E0,8.858165890E-2,1.173108369E-1,9.854109764E0,9.855206126E0
2.975597612E0,9.336984903E-2,1.125226393E-1,9.866081238E0,9.867164652E0
2.977994383E0,9.097574651E-2,1.125226393E-1,9.868474960E0,9.869535753E0
2.980390893E0,8.618755639E-2,1.244931296E-1,9.866081238E0,9.867243071E0
2.982788341E0,8.379345387E-2,1.268872321E-1,9.866081238E0,9.867252946E0
2.985185476E0,7.900525630E-2,1.268872321E-1,9.858899117E0,9.860032150E0
2.987582039E0,7.900525630E-2,1.268872321E-1,9.868474960E0,9.869606894E0
2.989978654E0,9.336984903E-2,1.173108369E-1,9.875657082E0,9.876795156E0
2.992375112E0,9.576395154E-2,1.149167418E-1,9.873263359E0,9.874396485E0
2.994772195E0,8.139935881E-2,1.388577372E-1,9.868474960E0,9.869787504E0
2.997168706E0,8.139935881E-2,1.484341323E-1,9.858899117E0,9.860352445E0
2.999564956E0,9.336984903E-2,1.316754371E-1,9.863686562E0,9.865007295E0
3.001962299E0,9.576395154E-2,1.244931296E-1,9.863686562E0,9.864936992E0
3.004359122E0,9.097574651E-2,1.292813420E-1,9.854109764E0,9.855377694E0
3.006755581E0,8.858165890E-2,1.268872321E-1,9.858899117E0,9.860113532E0
3.009152299E0,8.618755639E-2,1.316754371E-1,9.863686562E0,9.864941931E0
3.011549174E0,8.379345387E-2,1.244931296E-1,9.851716042E0,9.852858917E0
3.013946414E0,9.576395154E-2,1.197049394E-1,9.863686562E0,9.864877728E0
3.016343497E0,1.029462516E-1,1.268872321E-1,9.878050804E0,9.879402107E0
3.018740476E0,9.097574651E-2,1.340695322E-1,9.868474960E0,9.869804926E0
3.021137716E0,7.661115378E-2,1.412518322E-1,9.858899117E0,9.860208575E0
3.023534383E0,7.661115378E-2,1.388577372E-1,9.868474960E0,9.869749175E0
3.025930893E0,8.139935881E-2,1.292813420E-1,9.868474960E0,9.869657419E0
3.028327976E0,8.139935881E-2,1.244931296E-1,9.868474960E0,9.869595860E0
3.030725164E0,8.379345387E-2,1.220990419E-1,9.870868683E0,9.871979440E0
3.033122664E0,8.858165890E-2,1.173108369E-1,9.863686562E0,9.864781859E0
3.035519487E0,9.097574651E-2,1.220990419E-1,9.861292839E0,9.862468313E0
3.037915476E0,8.139935881E-2,1.220990419E-1,9.863686562E0,9.864778082E0
3.040312456E0,7.421706617E-2,1.149167418E-1,9.866081238E0,9.867029595E0
3.042709174E0,8.139935881E-2,1.220990419E-1,9.868474960E0,9.869565952E0
3.045105424E0,8.379345387E-2,1.125226393E-1,9.868474960E0,9.869472161E0
3.047502143E0,8.618755639E-2,9.815804660E-2,9.856505394E0,9.857370942E0
3.049898966E0,9.097574651E-2,1.197049394E-1,9.866081238E0,9.867226806E0
3.052296154E0,9.576395154E-2,1.388577372E-1,9.863686562E0,9.865128727E0
3.054693237E0,9.097574651E-2,1.268872321E-1,9.858899117E0,9.860135331E0
3.057089799E0,8.618755639E-2,1.149167418E-1,9.858899117E0,9.859945534E0
3.059486831E0,7.661115378E-2,1.244931296E-1,9.858899117E0,9.859982738E0
3.061883758E0,7.661115378E-2,1.244931296E-1,9.875657082E0,9.876738865E0
3.064280164E0,8.618755639E-2,1.220990419E-1,9.870868683E0,9.872000052E0
3.066676674E0,8.139935881E-2,1.244931296E-1,9.866081238E0,9.867202409E0
3.069073341E0,8.858165890E-2,1.244931296E-1,9.870868683E0,9.872051145E0
3.071470685E0,9.336984903E-2,1.197049394E-1,9.866081238E0,9.867249170E0
3.073867664E0,8.379345387E-2,1.101285368E-1,9.854109764E0,9.855081374E0
3.076264226E0,7.900525630E-2,1.149167418E-1,9.858899117E0,9.859885368E0
3.078661414E0,8.139935881E-2,1.220990419E-1,9.873263359E0,9.874353821E0
3.081057976E0,9.097574651E-2,1.149167418E-1,9.870868683E0,9.871956797E0
3.083454331E0,9.815804660E-2,1.197049394E-1,9.866081238E0,9.867295641E0
3.085850893E0,9.097574651E-2,1.244931296E-1,9.861292839E0,9.862498242E0
3.088247039E0,8.858165890E-2,1.197049394E-1,9.856505394E0,9.857630271E0
3.090643706E0,8.379345387E-2,1.173108369E-1,9.866081238E0,9.867134446E0
3.093040424E0,8.139935881E-2,1.149167418E-1,9.870868683E0,9.871873189E0
3.095437039E0,9.336984903E-2,1.220990419E-1,9.875657082E0,9.876853188E0
3.097834435E0,8.379345387E-2,1.292813420E-1,9.878050804E0,9.879252132E0
3.100231414E0,7.661115378E-2,1.268872321E-1,9.868474960E0,9.869588020E0
3.102628133E0,7.900525630E-2,1.244931296E-1,9.868474960E0,9.869576405E0
3.105025060E0,8.139935881E-2,1.292813420E-1,9.873263359E0,9.874445244E0
3.107421779E0,8.858165890E-2,1.292813420E-1,9.875657082E0,9.876900484E0
3.109818914E0,8.618755639E-2,1.220990419E-1,9.875657082E0,9.876787902E0
3.112215633E0,9.336984903E-2,1.149167418E-1,9.861292839E0,9.862404385E0
3.114612247E0,9.815804660E-2,1.173108369E-1,9.851716042E0,9.852903420E0
3.117009851E0,9.576395154E-2,1.197049394E-1,9.854109764E0,9.855302088E0
3.119406570E0,1.005521491E-1,1.173108369E-1,9.861292839E0,9.862503182E0
3.121803185E0,8.858165890E-2,1.220990419E-1,9.870868683E0,9.872021244E0
3.124200476E0,8.139935881E-2,1.220990419E-1,9.866081238E0,9.867172494E0
3.126597404E0,8.379345387E-2,1.244931296E-1,9.849322319E0,9.850465473E0
3.128994591E0,8.379345387E-2,1.292813420E-1,9.861292839E0,9.862496209E0
3.131391570E0,8.618755639E-2,1.244931296E-1,9.870868683E0,9.872029953E0
3.133788393E0,8.618755639E-2,1.197049394E-1,9.878050804E0,9.879152051E0
3.136185997E0,8.618755639E-2,1.220990419E-1,9.875657082E0,9.876787902E0
3.138582872E0,8.379345387E-2,1.292813420E-1,9.858899117E0,9.860102778E0
3.140979331E0,7.900525630E-2,1.197049394E-1,9.861292839E0,9.862335807E0
3.143376101E0,7.421706617E-2,1.197049394E-1,9.868474960E0,9.869480001E0
3.145773029E0,7.661115378E-2,1.268872321E-1,9.870868683E0,9.871981472E0
3.148170320E0,9.097574651E-2,1.220990419E-1,9.861292839E0,9.862468313E0
3.150566883E0,9.336984903E-2,1.244931296E-1,9.846927643E0,9.848157212E0
3.152963185E0,7.900525630E-2,1.220990419E-1,9.851716042E0,9.852789400E0
3.155360424E0,7.900525630E-2,1.197049394E-1,9.866081238E0,9.867123699E0
3.157757508E0,9.336984903E-2,1.101285368E-1,9.868474960E0,9.869531107E0
3.160154226E0,9.576395154E-2,1.053403467E-1,9.866081238E0,9.867108306E0
3.162551049E0,8.379345387E-2,1.101285368E-1,9.873263359E0,9.874233084E0
3.164947664E0,8.379345387E-2,1.197049394E-1,9.870868683E0,9.871950120E0
3.167344643E0,1.029462516E-1,1.316754371E-1,9.858899117E0,9.860315824E0
3.169741674E0,1.077344418E-1,1.268872321E-1,9.854109764E0,9.855515528E0
3.172138393E0,9.576395154E-2,1.268872321E-1,9.856505394E0,9.857787261E0
3.174535529E0,8.858165890E-2,1.340695322E-1,9.868474960E0,9.869783148E0
3.176932039E0,8.618755639E-2,1.364636272E-1,9.873263359E0,9.874582522E0
3.179328237E0,8.139935881E-2,1.316754371E-1,9.870868683E0,9.872082497E0
3.181725060E0,7.900525630E-2,1.197049394E-1,9.875657082E0,9.876698532E0
3.184122039E0,8.858165890E-2,1.292813420E-1,9.866081238E0,9.867325847E0
3.186519487E0,9.815804660E-2,1.316754371E-1,9.861292839E0,9.862660386E0
3.188916310E0,8.618755639E-2,1.244931296E-1,9.861292839E0,9.862455236E0
3.191312351E0,7.900525630E-2,1.244931296E-1,9.866081238E0,9.867182950E0
3.193709383E0,8.858165890E-2,1.244931296E-1,9.861292839E0,9.862476449E0
3.196106570E0,8.858165890E-2,1.268872321E-1,9.861292839E0,9.862506960E0
3.198502924E0,7.900525630E-2,1.149167418E-1,9.873263359E0,9.874248176E0
3.200899383E0,7.661115378E-2,1.149167418E-1,9.866081238E0,9.867047893E0
3.203295789E0,7.900525630E-2,1.268872321E-1,9.861292839E0,9.862425597E0
3.205692664E0,6.942886859E-2,1.292813420E-1,9.858899117E0,9.859991167E0
3.208089591E0,7.182296365E-2,1.220990419E-1,9.863686562E0,9.864703711E0
3.210486154E0,8.618755639E-2,1.220990419E-1,9.858899117E0,9.860031859E0
3.212883289E0,7.661115378E-2,1.244931296E-1,9.856505394E0,9.857589279E0
3.215279799E0,7.900525630E-2,1.268872321E-1,9.873263359E0,9.874394744E0
3.217676101E0,1.029462516E-1,1.316754371E-1,9.861292839E0,9.862709202E0
3.220073029E0,1.005521491E-1,1.340695322E-1,9.854109764E0,9.855534720E0
3.222470008E0,8.139935881E-2,1.340695322E-1,9.856505394E0,9.857753247E0
3.224867351E0,7.900525630E-2,1.340695322E-1,9.846927643E0,9.848157212E0
3.227264435E0,7.900525630E-2,1.292813420E-1,9.856505394E0,9.857669810E0
3.229661206E0,8.139935881E-2,1.340695322E-1,9.885233879E0,9.886478106E0
3.232058289E0,9.336984903E-2,1.364636272E-1,9.890022278E0,9.891404395E0
3.234454851E0,9.336984903E-2,1.268872321E-1,9.873263359E0,9.874520123E0
3.236851101E0,9.097574651E-2,1.125226393E-1,9.868474960E0,9.869535753E0
3.239247820E0,9.336984903E-2,1.101285368E-1,9.866081238E0,9.867137640E0
3.241644695E0,8.139935881E-2,1.244931296E-1,9.863686562E0,9.864808005E0
3.244042143E0,8.618755639E-2,1.340695322E-1,9.878050804E0,9.879336548E0
3.246439122E0,9.576395154E-2,1.268872321E-1,9.870868683E0,9.872148685E0
3.248835372E0,8.139935881E-2,1.197049394E-1,9.856505394E0,9.857568347E0
3.251232247E0,7.421706617E-2,1.268872321E-1,9.858899117E0,9.859994946E0
3.253629174E0,7.900525630E-2,1.268872321E-1,9.868474960E0,9.869606894E0
3.256026101E0,8.379345387E-2,1.292813420E-1,9.873263359E0,9.874465270E0
3.258423133E0,7.900525630E-2,1.292813420E-1,9.875657082E0,9.876819239E0
3.260819956E0,8.139935881E-2,1.220990419E-1,9.866081238E0,9.867172494E0
3.263217091E0,8.618755639E-2,1.220990419E-1,9.868474960E0,9.869606604E0
3.265613810E0,8.379345387E-2,1.268872321E-1,9.870868683E0,9.872039823E0
3.268010112E0,8.618755639E-2,1.388577372E-1,9.856505394E0,9.857860232E0
3.270406987E0,8.858165890E-2,1.364636272E-1,9.856505394E0,9.857848021E0
3.272803341E0,8.618755639E-2,1.244931296E-1,9.861292839E0,9.862455236E0
3.275199435E0,8.858165890E-2,1.220990419E-1,9.861292839E0,9.862446519E0
