"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.869714904E0,7.421706617E-2,1.149167418E-1,9.887627602E0,9.888573892E0
8.872111570E0,8.858165890E-2,1.005521491E-1,9.885233879E0,9.886142134E0
8.874507924E0,9.336984903E-2,1.053403467E-1,9.882840157E0,9.883842577E0
8.876904851E0,8.379345387E-2,1.125226393E-1,9.878050804E0,9.879047038E0
8.879301726E0,7.661115378E-2,1.101285368E-1,9.870868683E0,9.871780291E0
8.881699226E0,8.858165890E-2,1.149167418E-1,9.866081238E0,9.867148097E0
8.884096570E0,9.097574651E-2,1.292813420E-1,9.875657082E0,9.876922246E0
8.886493601E0,8.618755639E-2,1.316754371E-1,9.863686562E0,9.864941931E0
8.888891206E0,9.576395154E-2,1.173108369E-1,9.854109764E0,9.855273300E0
8.891288185E0,9.097574651E-2,1.149167418E-1,9.866081238E0,9.867169880E0
8.893684799E0,8.139935881E-2,1.292813420E-1,9.866081238E0,9.867263983E0
8.896081935E0,8.139935881E-2,1.316754371E-1,9.868474960E0,9.869689069E0
8.898478914E0,7.900525630E-2,1.388577372E-1,9.868474960E0,9.869768049E0
8.900876206E0,8.139935881E-2,1.436459273E-1,9.861292839E0,9.862674914E0
8.903273133E0,9.097574651E-2,1.388577372E-1,9.866081238E0,9.867477745E0
8.905669695E0,9.576395154E-2,1.364636272E-1,9.873263359E0,9.874670750E0
8.908067351E0,9.336984903E-2,1.197049394E-1,9.870868683E0,9.872036049E0
8.910464799E0,8.618755639E-2,1.268872321E-1,9.868474960E0,9.869667001E0
8.912861674E0,9.097574651E-2,1.388577372E-1,9.868474960E0,9.869871129E0
8.915258758E0,1.053403467E-1,1.364636272E-1,9.858899117E0,9.860406214E0
8.917655789E0,1.101285368E-1,1.316754371E-1,9.856505394E0,9.858000066E0
8.920053341E0,9.097574651E-2,1.292813420E-1,9.856505394E0,9.857773016E0
8.922450476E0,8.618755639E-2,1.244931296E-1,9.863686562E0,9.864848677E0
8.924847351E0,9.336984903E-2,1.029462516E-1,9.875657082E0,9.876634986E0
8.927245112E0,8.379345387E-2,1.077344418E-1,9.873263359E0,9.874206672E0
8.929642247E0,8.139935881E-2,1.292813420E-1,9.856505394E0,9.857689288E0
8.932038966E0,9.336984903E-2,1.244931296E-1,9.863686562E0,9.864914042E0
8.934435893E0,9.336984903E-2,1.197049394E-1,9.873263359E0,9.874430442E0
8.936832716E0,9.097574651E-2,1.364636272E-1,9.870868683E0,9.872231129E0
8.939230112E0,8.858165890E-2,1.316754371E-1,9.866081238E0,9.867357505E0
8.941627404E0,8.379345387E-2,1.125226393E-1,9.863686562E0,9.864684246E0
8.944024226E0,8.379345387E-2,1.220990419E-1,9.861292839E0,9.862404675E0
8.946421831E0,9.576395154E-2,1.340695322E-1,9.856505394E0,9.857882326E0
8.948819018E0,9.336984903E-2,1.244931296E-1,9.863686562E0,9.864914042E0
8.951215789E0,8.379345387E-2,1.220990419E-1,9.866081238E0,9.867192534E0
8.953612976E0,8.379345387E-2,1.340695322E-1,9.868474960E0,9.869741335E0
8.956010372E0,8.379345387E-2,1.364636272E-1,9.875657082E0,9.876955323E0
8.958408081E0,9.097574651E-2,1.244931296E-1,9.878050804E0,9.879254163E0
8.960805216E0,8.858165890E-2,1.244931296E-1,9.870868683E0,9.872051145E0
8.963201831E0,8.139935881E-2,1.244931296E-1,9.863686562E0,9.864808005E0
8.965599383E0,7.182296365E-2,1.292813420E-1,9.863686562E0,9.864795223E0
8.967996518E0,7.661115378E-2,1.388577372E-1,9.880446434E0,9.881719105E0
8.970393341E0,8.858165890E-2,1.197049394E-1,9.880446434E0,9.881568586E0
8.972790424E0,9.576395154E-2,1.125226393E-1,9.866081238E0,9.867187597E0
8.975187456E0,9.576395154E-2,1.244931296E-1,9.870868683E0,9.872118204E0
8.977585008E0,8.139935881E-2,1.292813420E-1,9.868474960E0,9.869657419E0
8.979981987E0,8.618755639E-2,1.292813420E-1,9.856505394E0,9.857729989E0
8.982378393E0,8.858165890E-2,1.316754371E-1,9.861292839E0,9.862569725E0
8.984775581E0,7.900525630E-2,1.316754371E-1,9.868474960E0,9.869669614E0
8.987172612E0,7.900525630E-2,1.316754371E-1,9.863686562E0,9.864881795E0
8.989569122E0,9.097574651E-2,1.340695322E-1,9.868474960E0,9.869804926E0
8.991966362E0,9.097574651E-2,1.292813420E-1,9.863686562E0,9.864953261E0
8.994363966E0,9.097574651E-2,1.316754371E-1,9.851716042E0,9.853015983E0
8.996761674E0,9.336984903E-2,1.364636272E-1,9.858899117E0,9.860285596E0
8.999158549E0,8.858165890E-2,1.316754371E-1,9.858899117E0,9.860176313E0
9.001554956E0,8.858165890E-2,1.197049394E-1,9.868474960E0,9.869598473E0
9.003952404E0,8.139935881E-2,1.244931296E-1,9.866081238E0,9.867202409E0
9.006349226E0,7.421706617E-2,1.197049394E-1,9.849322319E0,9.850329314E0
9.008745581E0,7.421706617E-2,1.173108369E-1,9.849322319E0,9.850300511E0
9.011142664E0,8.139935881E-2,1.316754371E-1,9.846927643E0,9.848144408E0
9.013539851E0,8.618755639E-2,1.197049394E-1,9.858899117E0,9.860002503E0
9.015937143E0,8.858165890E-2,1.029462516E-1,9.873263359E0,9.874197385E0
9.018333914E0,8.618755639E-2,1.101285368E-1,9.875657082E0,9.876647173E0
9.020730529E0,9.097574651E-2,1.244931296E-1,9.878050804E0,9.879254163E0
9.023128081E0,9.336984903E-2,1.244931296E-1,9.868474960E0,9.869701845E0
9.025525216E0,9.097574651E-2,1.197049394E-1,9.866081238E0,9.867226806E0
9.027921674E0,8.379345387E-2,1.173108369E-1,9.856505394E0,9.857559625E0
9.030318654E0,7.661115378E-2,1.173108369E-1,9.868474960E0,9.869469547E0
9.032715737E0,7.661115378E-2,1.316754371E-1,9.878050804E0,9.879225444E0
9.035113081E0,7.900525630E-2,1.292813420E-1,9.861292839E0,9.862456690E0
9.037510060E0,7.661115378E-2,1.316754371E-1,9.846927643E0,9.848105995E0
9.039906518E0,8.379345387E-2,1.244931296E-1,9.842140198E0,9.843284185E0
9.042304018E0,8.618755639E-2,1.125226393E-1,9.854109764E0,9.855129065E0
9.044701414E0,8.379345387E-2,1.220990419E-1,9.866081238E0,9.867192534E0
9.047098341E0,8.139935881E-2,1.220990419E-1,9.873263359E0,9.874353821E0
9.049495685E0,7.421706617E-2,1.268872321E-1,9.870868683E0,9.871963184E0
9.051892872E0,7.900525630E-2,1.316754371E-1,9.863686562E0,9.864881795E0
9.054290424E0,8.858165890E-2,1.268872321E-1,9.868474960E0,9.869688198E0
9.056687560E0,9.336984903E-2,1.220990419E-1,9.863686562E0,9.864884119E0
9.059084226E0,8.618755639E-2,1.125226393E-1,9.856505394E0,9.857524447E0
9.061481726E0,7.421706617E-2,1.173108369E-1,9.873263359E0,9.874239179E0
9.063878810E0,7.900525630E-2,1.268872321E-1,9.878050804E0,9.879181641E0
9.066275372E0,8.379345387E-2,1.268872321E-1,9.866081238E0,9.867252946E0
9.068672351E0,8.379345387E-2,1.268872321E-1,9.856505394E0,9.857678241E0
9.071069539E0,8.858165890E-2,1.340695322E-1,9.861292839E0,9.862601980E0
9.073467143E0,9.097574651E-2,1.292813420E-1,9.868474960E0,9.869741045E0
9.075864435E0,9.097574651E-2,1.197049394E-1,9.875657082E0,9.876801540E0
9.078261622E0,8.379345387E-2,1.244931296E-1,9.882840157E0,9.883979434E0
9.080659487E0,7.900525630E-2,1.244931296E-1,9.890022278E0,9.891121323E0
9.083056674E0,7.182296365E-2,1.149167418E-1,9.878050804E0,9.878980316E0
9.085453341E0,7.421706617E-2,1.173108369E-1,9.868474960E0,9.869451254E0
9.087850216E0,9.097574651E-2,1.316754371E-1,9.866081238E0,9.867379287E0
9.090246935E0,9.815804660E-2,1.412518322E-1,9.842140198E0,9.843643165E0
9.092644122E0,8.379345387E-2,1.244931296E-1,9.849322319E0,9.850465473E0
9.095040893E0,7.661115378E-2,1.149167418E-1,9.854109764E0,9.855077593E0
9.097437768E0,8.139935881E-2,1.220990419E-1,9.851716042E0,9.852808889E0
9.099835476E0,7.182296365E-2,1.197049394E-1,9.863686562E0,9.864674368E0
9.102232456E0,7.661115378E-2,1.173108369E-1,9.863686562E0,9.864681631E0
9.104629018E0,8.858165890E-2,1.220990419E-1,9.849322319E0,9.850477401E0
9.107026310E0,9.097574651E-2,1.197049394E-1,9.851716042E0,9.852863280E0
9.109423601E0,9.097574651E-2,1.197049394E-1,9.866081238E0,9.867226806E0
9.111821206E0,8.139935881E-2,1.340695322E-1,9.866081238E0,9.867327880E0
9.114218497E0,8.379345387E-2,1.220990419E-1,9.873263359E0,9.874373847E0
9.116615268E0,8.858165890E-2,1.197049394E-1,9.863686562E0,9.864810620E0
9.119012820E0,8.858165890E-2,1.244931296E-1,9.856505394E0,9.857689579E0
9.121409956E0,8.379345387E-2,1.220990419E-1,9.875657082E0,9.876767301E0
9.123806935E0,7.900525630E-2,1.268872321E-1,9.885233879E0,9.886363894E0
9.126204122E0,8.618755639E-2,1.244931296E-1,9.875657082E0,9.876817789E0
9.128601101E0,9.097574651E-2,1.220990419E-1,9.851716042E0,9.852892658E0
9.130998654E0,9.336984903E-2,1.220990419E-1,9.846927643E0,9.848127239E0
9.133395945E0,9.336984903E-2,1.292813420E-1,9.863686562E0,9.864975630E0
9.135792612E0,9.097574651E-2,1.316754371E-1,9.858899117E0,9.860198111E0
9.138189695E0,9.815804660E-2,1.244931296E-1,9.851716042E0,9.852991551E0
9.140586466E0,9.336984903E-2,1.149167418E-1,9.846927643E0,9.848040810E0
9.142983185E0,8.858165890E-2,1.149167418E-1,9.856505394E0,9.857573289E0
9.145380112E0,9.815804660E-2,1.220990419E-1,9.863686562E0,9.864930601E0
9.147776779E0,1.005521491E-1,1.316754371E-1,9.858899117E0,9.860291119E0
9.150174435E0,9.097574651E-2,1.268872321E-1,9.856505394E0,9.857741909E0
9.152572143E0,8.618755639E-2,1.173108369E-1,9.858899117E0,9.859973728E0
9.154969070E0,9.336984903E-2,1.197049394E-1,9.868474960E0,9.869642610E0
9.157366622E0,9.576395154E-2,1.244931296E-1,9.870868683E0,9.872118204E0
9.159763706E0,9.336984903E-2,1.268872321E-1,9.875657082E0,9.876913541E0
9.162160372E0,8.379345387E-2,1.292813420E-1,9.870868683E0,9.872070885E0
9.164557039E0,9.336984903E-2,1.364636272E-1,9.868474960E0,9.869860095E0
9.166953706E0,9.576395154E-2,1.388577372E-1,9.861292839E0,9.862735354E0
9.169351154E0,8.139935881E-2,1.292813420E-1,9.866081238E0,9.867263983E0
9.171748289E0,9.336984903E-2,1.268872321E-1,9.878050804E0,9.879306959E0
9.174145112E0,1.005521491E-1,1.364636272E-1,9.866081238E0,9.867537284E0
9.176542664E0,9.097574651E-2,1.364636272E-1,9.870868683E0,9.872231129E0
9.178939435E0,9.576395154E-2,1.292813420E-1,9.866081238E0,9.867392938E0
9.181335633E0,1.029462516E-1,1.292813420E-1,9.861292839E0,9.862677530E0
9.183732820E0,1.005521491E-1,1.268872321E-1,9.861292839E0,9.862621739E0
9.186130216E0,9.576395154E-2,1.101285368E-1,9.868474960E0,9.869554046E0
9.188527976E0,8.858165890E-2,1.244931296E-1,9.878050804E0,9.879232406E0
9.190925320E0,8.139935881E-2,1.412518322E-1,9.851716042E0,9.853064848E0
9.193321935E0,8.139935881E-2,1.340695322E-1,9.844533920E0,9.845783290E0
9.195719174E0,8.858165890E-2,1.292813420E-1,9.854109764E0,9.855355885E0
9.198116154E0,9.336984903E-2,1.268872321E-1,9.851716042E0,9.852975554E0
9.200512716E0,8.379345387E-2,1.364636272E-1,9.858899117E0,9.860199565E0
9.202909435E0,8.139935881E-2,1.388577372E-1,9.856505394E0,9.857819531E0
9.205306154E0,8.139935881E-2,1.316754371E-1,9.851716042E0,9.852932215E0
9.207703445E0,7.900525630E-2,1.244931296E-1,9.861292839E0,9.862395086E0
9.210100424E0,8.618755639E-2,1.220990419E-1,9.866081238E0,9.867213156E0
9.212497195E0,9.336984903E-2,1.268872321E-1,9.870868683E0,9.872125751E0
9.214894747E0,9.097574651E-2,1.316754371E-1,9.880446434E0,9.881742596E0
9.217291674E0,8.139935881E-2,1.316754371E-1,9.875657082E0,9.876870307E0
9.219688029E0,9.336984903E-2,1.316754371E-1,9.868474960E0,9.869795053E0
9.222084956E0,9.815804660E-2,1.388577372E-1,9.870868683E0,9.872333312E0
9.224482143E0,8.139935881E-2,1.340695322E-1,9.870868683E0,9.872114720E0
9.226879851E0,7.900525630E-2,1.244931296E-1,9.873263359E0,9.874364270E0
9.229276935E0,8.379345387E-2,1.197049394E-1,9.870868683E0,9.871950120E0
9.231673654E0,9.576395154E-2,1.149167418E-1,9.868474960E0,9.869608636E0
9.234071466E0,1.029462516E-1,1.197049394E-1,9.856505394E0,9.857769818E0
9.236468810E0,9.815804660E-2,1.220990419E-1,9.854109764E0,9.855355012E0
9.238865581E0,9.576395154E-2,1.173108369E-1,9.866081238E0,9.867243362E0
9.241262820E0,1.029462516E-1,1.173108369E-1,9.866081238E0,9.867315681E0
9.243660112E0,1.029462516E-1,1.292813420E-1,9.875657082E0,9.877039758E0
9.246057872E0,1.005521491E-1,1.268872321E-1,9.880446434E0,9.881772758E0
9.248455268E0,9.097574651E-2,1.244931296E-1,9.873263359E0,9.874467301E0
9.250852195E0,8.139935881E-2,1.316754371E-1,9.863686562E0,9.864901260E0
9.253249643E0,8.379345387E-2,1.364636272E-1,9.866081238E0,9.867380739E0
9.255646570E0,9.097574651E-2,1.340695322E-1,9.878050804E0,9.879379480E0
9.258043185E0,9.815804660E-2,1.244931296E-1,9.882840157E0,9.884111650E0
9.260440268E0,1.005521491E-1,1.197049394E-1,9.870868683E0,9.872106592E0
9.262837299E0,8.858165890E-2,1.268872321E-1,9.863686562E0,9.864900388E0
9.265235060E0,7.421706617E-2,1.268872321E-1,9.851716042E0,9.852812670E0
9.267632351E0,8.618755639E-2,1.197049394E-1,9.846927643E0,9.848032370E0
9.270028654E0,8.858165890E-2,1.220990419E-1,9.854109764E0,9.855264285E0
9.272425737E0,8.139935881E-2,1.077344418E-1,9.863686562E0,9.864610745E0
9.274822351E0,9.576395154E-2,1.173108369E-1,9.868474960E0,9.869636802E0
9.277218393E0,9.336984903E-2,1.316754371E-1,9.866081238E0,9.867401651E0
9.279615268E0,8.139935881E-2,1.292813420E-1,9.863686562E0,9.864869594E0
9.282012508E0,8.379345387E-2,1.316754371E-1,9.863686562E0,9.864921305E0
9.284409904E0,8.379345387E-2,1.244931296E-1,9.868474960E0,9.869615896E0
9.286807195E0,8.618755639E-2,1.149167418E-1,9.873263359E0,9.874308255E0
9.289204122E0,9.815804660E-2,1.149167418E-1,9.873263359E0,9.874419994E0
9.291601206E0,1.005521491E-1,1.220990419E-1,9.868474960E0,9.869742497E0
9.293997664E0,9.336984903E-2,1.197049394E-1,9.866081238E0,9.867249170E0
9.296393914E0,8.379345387E-2,1.244931296E-1,9.875657082E0,9.876797187E0
9.298790529E0,7.661115378E-2,1.244931296E-1,9.866081238E0,9.867164071E0
9.301187299E0,7.900525630E-2,1.197049394E-1,9.854109764E0,9.855153492E0
9.303584747E0,8.618755639E-2,1.149167418E-1,9.854109764E0,9.855156691E0
9.305981726E0,9.097574651E-2,1.173108369E-1,9.858899117E0,9.860016745E0
9.308378549E0,8.379345387E-2,1.244931296E-1,9.854109764E0,9.855252362E0
9.310776206E0,8.379345387E-2,1.340695322E-1,9.849322319E0,9.850591156E0
9.313173237E0,9.097574651E-2,1.364636272E-1,9.861292839E0,9.862656608E0
9.315569799E0,8.858165890E-2,1.220990419E-1,9.858899117E0,9.860053077E0
9.317966831E0,8.858165890E-2,1.197049394E-1,9.858899117E0,9.860023721E0
9.320363810E0,9.097574651E-2,1.268872321E-1,9.870868683E0,9.872103398E0
9.322761101E0,9.576395154E-2,1.244931296E-1,9.866081238E0,9.867331365E0
9.325158029E0,8.379345387E-2,1.197049394E-1,9.866081238E0,9.867163200E0
9.327554643E0,8.618755639E-2,1.197049394E-1,9.861292839E0,9.862395958E0
9.329952091E0,9.097574651E-2,1.173108369E-1,9.851716042E0,9.852834485E0
9.332349226E0,8.858165890E-2,1.220990419E-1,9.861292839E0,9.862446519E0
9.334746310E0,9.815804660E-2,1.244931296E-1,9.870868683E0,9.872141718E0
9.337143758E0,9.576395154E-2,1.220990419E-1,9.866081238E0,9.867301450E0
9.339540945E0,9.576395154E-2,1.197049394E-1,9.863686562E0,9.864877728E0
9.341938549E0,1.005521491E-1,1.220990419E-1,9.863686562E0,9.864954713E0
9.344336206E0,9.097574651E-2,1.220990419E-1,9.863686562E0,9.864861750E0
9.346733341E0,8.618755639E-2,1.149167418E-1,9.858899117E0,9.859945534E0
9.349130945E0,9.097574651E-2,1.316754371E-1,9.861292839E0,9.862591519E0
9.351528237E0,9.336984903E-2,1.412518322E-1,9.861292839E0,9.862746396E0
9.353925112E0,9.097574651E-2,1.244931296E-1,9.866081238E0,9.867286056E0
9.356322195E0,9.336984903E-2,1.244931296E-1,9.870868683E0,9.872095270E0
9.358719070E0,9.097574651E-2,1.316754371E-1,9.861292839E0,9.862591519E0
9.361116414E0,9.097574651E-2,1.244931296E-1,9.868474960E0,9.869679487E0
9.363513393E0,8.858165890E-2,1.244931296E-1,9.868474960E0,9.869657709E0
9.365910112E0,8.618755639E-2,1.292813420E-1,9.863686562E0,9.864910265E0
9.368307820E0,8.379345387E-2,1.268872321E-1,9.858899117E0,9.860071678E0
9.370705008E0,8.379345387E-2,1.316754371E-1,9.846927643E0,9.848164487E0
9.373101466E0,1.005521491E-1,1.340695322E-1,9.866081238E0,9.867504465E0
9.375498497E0,9.815804660E-2,1.316754371E-1,9.870868683E0,9.872234903E0
9.377895789E0,8.618755639E-2,1.340695322E-1,9.858899117E0,9.860187357E0
9.380293185E0,8.379345387E-2,1.388577372E-1,9.866081238E0,9.867414140E0
9.382689851E0,8.858165890E-2,1.412518322E-1,9.858899117E0,9.860308848E0
9.385086414E0,9.336984903E-2,1.292813420E-1,9.858899117E0,9.860188811E0
9.387483966E0,7.900525630E-2,1.197049394E-1,9.878050804E0,9.879092002E0
9.389881258E0,6.942886859E-2,1.244931296E-1,9.880446434E0,9.881474619E0
9.392278081E0,7.421706617E-2,1.316754371E-1,9.875657082E0,9.876813726E0
9.394674956E0,9.097574651E-2,1.268872321E-1,9.861292839E0,9.862528754E0
9.397071674E0,9.336984903E-2,1.244931296E-1,9.849322319E0,9.850551589E0
9.399468810E0,8.618755639E-2,1.220990419E-1,9.856505394E0,9.857638412E0
9.401865633E0,9.097574651E-2,1.125226393E-1,9.868474960E0,9.869535753E0
9.404262247E0,8.618755639E-2,1.053403467E-1,9.878050804E0,9.878988439E0
9.406660008E0,8.139935881E-2,1.053403467E-1,9.873263359E0,9.874160815E0
9.409057508E0,1.005521491E-1,1.220990419E-1,9.873263359E0,9.874530281E0
9.411454487E0,9.815804660E-2,1.340695322E-1,9.866081238E0,9.867480359E0
9.413851674E0,8.618755639E-2,1.197049394E-1,9.851716042E0,9.852820232E0
9.416248445E0,9.815804660E-2,1.149167418E-1,9.856505394E0,9.857663995E0
9.418645685E0,9.576395154E-2,1.173108369E-1,9.870868683E0,9.872030243E0
9.421042768E0,8.379345387E-2,1.101285368E-1,9.875657082E0,9.876626571E0
9.423439018E0,7.900525630E-2,1.125226393E-1,9.866081238E0,9.867039179E0
9.425836154E0,8.379345387E-2,1.173108369E-1,9.856505394E0,9.857559625E0
9.428233133E0,9.097574651E-2,1.268872321E-1,9.858899117E0,9.860135331E0
9.430629435E0,9.336984903E-2,1.268872321E-1,9.875657082E0,9.876913541E0
9.433026101E0,8.618755639E-2,1.220990419E-1,9.873263359E0,9.874394454E0
9.435422716E0,8.618755639E-2,1.197049394E-1,9.863686562E0,9.864789412E0
9.437819904E0,8.618755639E-2,1.125226393E-1,9.863686562E0,9.864704873E0
9.440216987E0,7.421706617E-2,1.173108369E-1,9.858899117E0,9.859876358E0
9.442613758E0,7.421706617E-2,1.292813420E-1,9.866081238E0,9.867207347E0
9.445011101E0,7.900525630E-2,1.340695322E-1,9.866081238E0,9.867308420E0
9.447407924E0,7.900525630E-2,1.292813420E-1,9.861292839E0,9.862456690E0
9.449804487E0,9.097574651E-2,1.244931296E-1,9.870868683E0,9.872072917E0
9.452201622E0,9.336984903E-2,1.268872321E-1,9.873263359E0,9.874520123E0
9.454598549E0,8.618755639E-2,1.268872321E-1,9.870868683E0,9.872060434E0
9.456995789E0,8.858165890E-2,1.316754371E-1,9.868474960E0,9.869750918E0
9.459392820E0,7.900525630E-2,1.244931296E-1,9.873263359E0,9.874364270E0
9.461789487E0,8.618755639E-2,1.340695322E-1,9.873263359E0,9.874549726E0
9.464186883E0,9.815804660E-2,1.388577372E-1,9.870868683E0,9.872333312E0
9.466583966E0,9.336984903E-2,1.292813420E-1,9.870868683E0,9.872156813E0
9.468980997E0,9.097574651E-2,1.340695322E-1,9.868474960E0,9.869804926E0
9.471378081E0,9.336984903E-2,1.364636272E-1,9.875657082E0,9.877041209E0
9.473774539E0,9.815804660E-2,1.316754371E-1,9.873263359E0,9.874629248E0
9.476171154E0,9.336984903E-2,1.220990419E-1,9.856505394E0,9.857703824E0
9.478567508E0,8.618755639E-2,1.292813420E-1,9.866081238E0,9.867304645E0
9.480963810E0,9.097574651E-2,1.292813420E-1,9.873263359E0,9.874528830E0
9.483360789E0,9.815804660E-2,1.268872321E-1,9.861292839E0,9.862597621E0
9.485757195E0,9.815804660E-2,1.292813420E-1,9.868474960E0,9.869809862E0
9.488153341E0,1.053403467E-1,1.292813420E-1,9.875657082E0,9.877065002E0
9.490550112E0,1.005521491E-1,1.292813420E-1,9.868474960E0,9.869833962E0
9.492946935E0,8.618755639E-2,1.292813420E-1,9.851716042E0,9.852941232E0
9.495344018E0,9.097574651E-2,1.244931296E-1,9.851716042E0,9.852922617E0
9.497740685E0,9.815804660E-2,1.173108369E-1,9.870868683E0,9.872053757E0
9.500136779E0,9.576395154E-2,1.173108369E-1,9.875657082E0,9.876818079E0
9.502533862E0,9.576395154E-2,1.220990419E-1,9.856505394E0,9.857726791E0
9.504930789E0,9.097574651E-2,1.220990419E-1,9.856505394E0,9.857681439E0
9.507327299E0,8.379345387E-2,1.292813420E-1,9.863686562E0,9.864889639E0
9.509724226E0,8.379345387E-2,1.340695322E-1,9.868474960E0,9.869741335E0
9.512121049E0,8.858165890E-2,1.244931296E-1,9.870868683E0,9.872051145E0
9.514518237E0,9.815804660E-2,1.220990419E-1,9.861292839E0,9.862537180E0
9.516915008E0,9.336984903E-2,1.220990419E-1,9.868474960E0,9.869671937E0
9.519311154E0,9.336984903E-2,1.220990419E-1,9.885233879E0,9.886428827E0
9.521708393E0,9.097574651E-2,1.220990419E-1,9.878050804E0,9.879224284E0
9.524105476E0,8.139935881E-2,1.197049394E-1,9.866081238E0,9.867143159E0
9.526502143E0,8.858165890E-2,1.220990419E-1,9.870868683E0,9.872021244E0
9.528899070E0,1.029462516E-1,1.412518322E-1,9.866081238E0,9.867629351E0
9.531295841E0,8.618755639E-2,1.388577372E-1,9.866081238E0,9.867434761E0
9.533693081E0,7.900525630E-2,1.268872321E-1,9.875657082E0,9.876788192E0
9.536089956E0,8.379345387E-2,1.364636272E-1,9.878050804E0,9.879348731E0
9.538486310E0,7.661115378E-2,1.316754371E-1,9.870868683E0,9.872044178E0
9.540883862E0,8.139935881E-2,1.220990419E-1,9.858899117E0,9.859991167E0
9.543281101E0,7.900525630E-2,1.197049394E-1,9.849322319E0,9.850366554E0
9.545677924E0,7.661115378E-2,1.316754371E-1,9.849322319E0,9.850500385E0
9.548075008E0,8.618755639E-2,1.364636272E-1,9.856505394E0,9.857826799E0
9.550471674E0,9.576395154E-2,1.220990419E-1,9.856505394E0,9.857726791E0
9.552868966E0,9.336984903E-2,1.197049394E-1,9.851716042E0,9.852885677E0
9.555266154E0,9.576395154E-2,1.220990419E-1,9.856505394E0,9.857726791E0
9.557663029E0,9.815804660E-2,1.268872321E-1,9.868474960E0,9.869778793E0
9.560060581E0,8.379345387E-2,1.292813420E-1,9.868474960E0,9.869677454E0
9.562457456E0,8.618755639E-2,1.244931296E-1,9.861292839E0,9.862455236E0
9.564853966E0,8.858165890E-2,1.244931296E-1,9.866081238E0,9.867264273E0
9.567250789E0,7.900525630E-2,1.292813420E-1,9.870868683E0,9.872031404E0
9.569647716E0,7.900525630E-2,1.292813420E-1,9.868474960E0,9.869637964E0
9.572045268E0,8.858165890E-2,1.197049394E-1,9.873263359E0,9.874386327E0
9.574442299E0,8.618755639E-2,1.292813420E-1,9.856505394E0,9.857729989E0
9.576839070E0,7.900525630E-2,1.268872321E-1,9.844533920E0,9.845668606E0
9.579236674E0,8.858165890E-2,1.149167418E-1,9.856505394E0,9.857573289E0
9.581633393E0,9.097574651E-2,1.149167418E-1,9.870868683E0,9.871956797E0
9.584029956E0,8.618755639E-2,1.077344418E-1,9.878050804E0,9.879014257E0
9.586426779E0,9.097574651E-2,1.125226393E-1,9.870868683E0,9.871929218E0
9.588823393E0,9.097574651E-2,1.125226393E-1,9.866081238E0,9.867142287E0
9.591220737E0,1.005521491E-1,1.220990419E-1,9.866081238E0,9.867349082E0
9.593617872E0,1.029462516E-1,1.292813420E-1,9.863686562E0,9.865070916E0
9.596014695E0,9.576395154E-2,1.268872321E-1,9.873263359E0,9.874543051E0
9.598412091E0,8.618755639E-2,1.268872321E-1,9.875657082E0,9.876848255E0
9.600808810E0,8.618755639E-2,1.197049394E-1,9.866081238E0,9.867183821E0
9.603205164E0,1.029462516E-1,1.173108369E-1,9.858899117E0,9.860134459E0
9.605601987E0,9.576395154E-2,1.244931296E-1,9.858899117E0,9.860150154E0
9.607998601E0,7.182296365E-2,1.316754371E-1,9.854109764E0,9.855251199E0
9.610395476E0,7.182296365E-2,1.268872321E-1,9.856505394E0,9.857583755E0
9.612792247E0,8.618755639E-2,1.292813420E-1,9.856505394E0,9.857729989E0
9.615188862E0,9.097574651E-2,1.412518322E-1,9.861292839E0,9.862724021E0
9.617586206E0,7.900525630E-2,1.340695322E-1,9.870868683E0,9.872095270E0
9.619983341E0,7.182296365E-2,1.125226393E-1,9.870868683E0,9.871771292E0
9.622380060E0,8.379345387E-2,1.125226393E-1,9.878050804E0,9.879047038E0
9.624776883E0,9.336984903E-2,1.197049394E-1,9.880446434E0,9.881612669E0
9.627173914E0,9.336984903E-2,1.125226393E-1,9.873263359E0,9.874345985E0
9.629571570E0,9.336984903E-2,1.149167418E-1,9.856505394E0,9.857617479E0
9.631968758E0,9.336984903E-2,1.197049394E-1,9.856505394E0,9.857674461E0
9.634365476E0,8.618755639E-2,1.220990419E-1,9.866081238E0,9.867213156E0
9.636763029E0,8.139935881E-2,1.268872321E-1,9.878050804E0,9.879201077E0
9.639160008E0,8.618755639E-2,1.316754371E-1,9.873263359E0,9.874517511E0
9.641556466E0,8.139935881E-2,1.220990419E-1,9.863686562E0,9.864778082E0
9.643953237E0,7.182296365E-2,1.197049394E-1,9.861292839E0,9.862280886E0
9.646349956E0,8.618755639E-2,1.364636272E-1,9.851716042E0,9.853038089E0
9.648747039E0,9.576395154E-2,1.364636272E-1,9.849322319E0,9.850733130E0
9.651143758E0,7.900525630E-2,1.173108369E-1,9.861292839E0,9.862307038E0
9.653540529E0,8.379345387E-2,1.173108369E-1,9.866081238E0,9.867134446E0
9.655938081E0,8.618755639E-2,1.412518322E-1,9.870868683E0,9.872255514E0
9.658335060E0,8.618755639E-2,1.460400373E-1,9.870868683E0,9.872325184E0
9.660731518E0,9.576395154E-2,1.268872321E-1,9.873263359E0,9.874543051E0
