"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.724580801E0,1.185883582E-2,3.758445382E-3,-5.195617676E-3,1.348155561E-2
4.729351009E0,2.291023731E-3,-1.007661223E-3,1.970291138E-3,3.185312865E-3
4.734121947E0,-7.226321846E-3,-9.854137897E-4,1.954078674E-3,7.550443115E-3
4.738893717E0,-2.419032156E-3,1.410618424E-3,1.937866211E-3,3.405420145E-3
4.743664655E0,-2.638250589E-5,-3.307163715E-3,-2.827644348E-3,4.351275725E-3
4.748434863E0,-2.738460898E-5,-3.294318914E-3,-4.291534424E-4,3.322267254E-3
4.753205801E0,-2.881884575E-5,6.215155125E-3,9.071350098E-3,1.099628921E-2
4.757977572E0,-2.980232239E-5,1.329949498E-2,4.246711731E-3,1.396108934E-2
4.762748509E0,-2.376090735E-3,1.331433654E-3,4.211425781E-3,5.015439150E-3
4.767518665E0,-2.357512712E-3,-8.162558079E-3,6.551742554E-3,1.072895853E-2
4.772289655E0,7.185906172E-3,1.387327909E-3,-6.256103516E-4,7.345291999E-3
4.777061374E0,4.750207067E-3,1.389607787E-3,-5.369186401E-3,7.302303718E-3
4.781832363E0,7.055152208E-3,-9.824335575E-4,-5.324363708E-3,8.893210740E-3
4.786602520E0,4.648495466E-3,8.536353707E-3,-5.311965942E-4,9.734475565E-3
4.791373509E0,-1.113601029E-4,1.328051090E-3,6.596565247E-3,6.729843521E-3
4.796145228E0,-8.325278759E-5,-1.071885228E-3,4.165649414E-3,4.302151091E-3
4.800916165E0,-8.422136307E-5,6.044939160E-3,-7.739067078E-3,9.820465464E-3
4.805686374E0,2.289846539E-3,3.633946180E-3,-7.674217224E-3,8.794462577E-3
4.810457363E0,7.017839700E-3,3.617346287E-3,-4.882812500E-4,7.910353140E-3
4.815229082E0,4.583980888E-3,-1.147419214E-3,6.638526917E-3,8.148588298E-3
4.820000020E0,2.198372036E-3,1.221731305E-3,4.207611084E-3,4.901985111E-3
4.824770228E0,2.178389579E-3,-1.148745418E-3,1.798629761E-3,3.049600992E-3
4.829541165E0,-2.430975437E-4,3.622651100E-3,-5.903244019E-4,3.678475270E-3
4.834312936E0,-7.364742458E-3,1.310274005E-2,-5.333900452E-3,1.594903515E-2
4.839083874E0,-4.902925342E-3,1.136824489E-3,6.582260132E-3,8.285963750E-3
4.843854082E0,-2.489145845E-3,-3.607243299E-3,6.526947021E-3,7.861875647E-3
4.848625020E0,-2.469625324E-3,-3.563493490E-3,-6.504058838E-4,4.384126242E-3
4.853396790E0,-7.611513138E-5,-3.548517823E-3,-6.446838379E-4,3.607407588E-3
4.858167728E0,2.297885716E-3,-1.159697771E-3,-5.388259888E-3,5.971475722E-3
4.862937884E0,-4.872884601E-3,-3.539040685E-3,-7.717132568E-3,9.788970752E-3
4.867708874E0,-9.553838521E-3,-5.898252130E-3,1.843452454E-3,1.137820397E-2
4.872480592E0,-4.755996168E-3,-5.863651633E-3,4.201889038E-3,8.640473454E-3
4.877251582E0,3.027170897E-5,-1.052662730E-3,-2.955436707E-3,3.137454594E-3
4.882021738E0,2.374112606E-3,-1.058444381E-3,-1.242733002E-2,1.269626900E-2
4.886792728E0,-7.143925875E-3,1.309961081E-3,-2.827644348E-3,7.794052059E-3
4.891564447E0,-7.114458829E-3,8.463740349E-3,6.692886353E-3,1.292459488E-2
4.896335384E0,7.188495249E-3,1.078104973E-2,1.887321472E-3,1.309455916E-2
4.901105592E0,7.126927376E-3,1.208454370E-3,4.245758057E-3,8.383311831E-3
4.905876582E0,4.692159593E-3,-5.938753486E-3,-5.369186401E-4,7.587716141E-3
4.910648301E0,7.053952664E-3,-3.529667854E-3,1.841545105E-3,8.099882204E-3
4.915419238E0,-1.001022756E-4,1.261696219E-3,4.199981689E-3,4.386541235E-3
4.920189447E0,-2.474643290E-3,-1.052483916E-3,-5.836486816E-4,2.751768084E-3
4.924960384E0,7.012952119E-3,-3.404155374E-3,1.129245758E-2,1.372185736E-2
4.929732155E0,-1.695975661E-4,3.760486841E-3,1.357269287E-2,1.408502809E-2
4.934503092E0,2.176340669E-3,6.116971374E-3,1.587867737E-3,6.683945051E-3
4.939273301E0,4.531566054E-3,6.107911468E-3,1.573562622E-3,7.766451746E-3
4.944044238E0,-2.832338214E-4,3.696218133E-3,6.309509277E-3,7.317933944E-3
4.948815957E0,6.840348244E-3,-3.471732140E-3,8.630752563E-3,1.154699866E-2
4.953586947E0,2.034261823E-3,-5.831822753E-3,-9.384155273E-4,6.247319544E-3
4.958357103E0,-2.760611475E-3,-3.395393491E-3,-5.679130554E-3,7.169532518E-3
4.963128092E0,6.729807705E-3,-5.727723241E-3,-5.631446838E-3,1.047904188E-2
4.967899811E0,9.018681943E-3,-5.694866180E-3,1.537322998E-3,1.077643201E-2
4.972670801E0,4.194442183E-3,-8.856207132E-4,1.102161407E-2,1.182597337E-2
4.977440957E0,-5.895867944E-4,8.631870151E-3,1.330471039E-2,1.587047931E-2
4.982211947E0,-5.854554474E-4,1.451015472E-3,1.319408417E-2,1.328653683E-2
4.986983665E0,-7.705122232E-3,3.827109933E-3,-1.161575317E-3,8.681298075E-3
4.991754655E0,-7.670976222E-3,1.093150675E-2,8.344650269E-3,1.574721893E-2
4.996524811E0,-5.137883127E-4,1.357331872E-3,5.901336670E-3,6.077178847E-3
5.001295801E0,-2.884879708E-3,-5.791112781E-3,-3.645896912E-3,7.426444806E-3
5.006067520E0,1.886673272E-3,-5.700930953E-3,-1.241683960E-3,6.132041163E-3
5.010838457E0,-2.878572792E-3,1.454278827E-3,-3.605842590E-3,4.837686328E-3
5.015608665E0,-7.575705647E-3,1.427441835E-3,-3.575325012E-3,8.497755892E-3
5.020379603E0,-3.913529217E-4,3.803387284E-3,1.202583313E-3,4.008131556E-3
5.025151374E0,-3.893189132E-4,3.785371780E-3,3.566741943E-3,5.215578283E-3
5.029922311E0,-2.789411694E-3,3.738939762E-3,5.912780762E-3,7.531365379E-3
5.034692520E0,-5.141094327E-3,6.095454097E-3,1.061153412E-2,1.327366068E-2
5.039463457E0,-2.725329250E-3,8.432492614E-3,3.399848938E-3,9.491750313E-3
5.044235176E0,4.390195012E-3,5.973353982E-3,3.371238708E-3,8.143710485E-3
5.049006165E0,1.977805048E-3,3.534883261E-3,9.689331055E-4,4.164846196E-3
5.053776322E0,-5.134388804E-3,5.865007639E-3,-1.090908051E-2,1.340777015E-2
5.058547311E0,4.403322935E-3,-6.069138646E-3,-6.071090698E-3,9.647892985E-3
5.063319030E0,1.145901158E-2,-8.407279849E-3,3.475189209E-3,1.463107108E-2
5.068090020E0,8.959744126E-3,1.116245985E-3,5.823135376E-3,1.074392505E-2
5.072860176E0,6.509713829E-3,1.092225313E-3,3.398895264E-3,7.424406998E-3
5.077631165E0,4.080526531E-3,3.470808268E-3,-3.751754761E-3,6.540097139E-3
5.082402884E0,-7.598027587E-4,-3.666862845E-3,5.777359009E-3,6.884842807E-3
5.087173874E0,-5.503430963E-3,-3.622457385E-3,1.522541046E-2,1.658984851E-2
5.091944030E0,-3.085087985E-3,-1.204296947E-3,3.227233887E-3,4.624190477E-3
5.096714967E0,-7.148496807E-4,-1.180574298E-3,8.268356323E-4,1.608857639E-3
5.101486738E0,1.692436635E-3,1.217097044E-3,7.943153381E-3,8.212146651E-3
5.106257676E0,1.705508679E-3,-5.873382092E-3,3.126144409E-3,6.868635666E-3
5.111027884E0,4.092611372E-3,-3.408208489E-3,-1.647949219E-3,5.575041666E-3
5.115798822E0,-7.198490202E-4,-3.365963697E-3,3.113746643E-3,4.641477392E-3
5.120570592E0,-3.089666367E-3,-1.044651866E-2,7.837295532E-3,1.342009656E-2
5.125341530E0,-6.909891963E-4,-7.971629500E-3,1.014614105E-2,1.292162998E-2
5.130111738E0,8.810136467E-3,-7.919922471E-3,7.687568665E-3,1.412240732E-2
5.134882676E0,1.613490283E-3,-3.120496869E-3,5.006790161E-4,3.548454746E-3
5.139654395E0,-1.267360151E-2,1.667127013E-3,-8.999824524E-3,1.563318039E-2
5.144425384E0,-5.475167185E-3,-7.072240114E-4,-6.550788879E-3,8.566823008E-3
5.149195540E0,-6.829090416E-4,-5.435764790E-3,6.256103516E-4,5.514099375E-3
5.153966530E0,-7.072873414E-4,-3.002479672E-3,-6.502151489E-3,7.196743260E-3
5.158738249E0,-7.026195526E-4,4.130259156E-3,-6.447792053E-3,7.689391217E-3
5.163509238E0,1.648634672E-3,1.706629992E-3,7.286071777E-4,2.482226950E-3
5.168279395E0,4.007816315E-3,-3.042176366E-3,3.096580505E-3,5.908150259E-3
5.173050384E0,6.346911192E-3,-6.572455168E-4,3.070831299E-3,7.081331670E-3
5.177822103E0,1.341523230E-2,4.081815481E-3,-1.702308655E-3,1.412542141E-2
5.182593040E0,6.151374429E-3,4.061490297E-3,-6.436347961E-3,9.785789998E-3
5.187363249E0,6.098888814E-3,1.667171717E-3,-4.009246826E-3,7.486652551E-3
5.192134186E0,3.672245890E-3,-3.052741289E-3,-1.602172852E-3,5.037020657E-3
5.196905957E0,-3.482464701E-3,-7.733359933E-3,7.906913757E-3,1.159533102E-2
5.201676895E0,-1.080516726E-3,-5.309477448E-3,1.258945465E-2,1.370592702E-2
5.206447103E0,1.301411539E-3,-5.600750446E-4,2.987861633E-3,3.306761738E-3
5.211218040E0,8.440189064E-3,-5.701184273E-4,-4.158973694E-3,9.426499278E-3
5.215989811E0,-3.530520946E-3,1.794055104E-3,-4.124641418E-3,5.718031016E-3
5.220760749E0,-1.128170639E-3,-2.955481410E-3,-6.464004517E-3,7.196595983E-3
5.225530957E0,1.226194203E-3,-5.291491747E-3,7.123947144E-4,5.478224471E-3
5.230301895E0,-3.561947495E-3,-2.859562635E-3,5.455970764E-3,7.115629656E-3
5.235073613E0,8.336815983E-3,-2.850294113E-3,3.034591675E-3,9.318552672E-3
5.239844603E0,-1.230906695E-3,-5.186840892E-3,3.008842468E-3,6.121403657E-3
5.244614759E0,-1.071846485E-2,-4.100650549E-4,-6.512641907E-3,1.254863127E-2
5.249385749E0,-1.134209335E-3,6.701245904E-3,-1.832771301E-2,1.954733209E-2
5.254157467E0,-1.097574830E-3,1.882374287E-3,-1.580142975E-2,1.595096190E-2
5.258928457E0,-8.212093264E-3,-7.644608617E-3,3.322601318E-3,1.170120490E-2
5.263698613E0,-1.049063727E-2,-7.567226887E-3,3.294944763E-3,1.334814797E-2
5.268469603E0,-8.030727506E-3,6.782963872E-3,-1.481056213E-3,1.061577650E-2
5.273241322E0,-3.245145082E-3,6.711721420E-3,3.278732300E-3,8.144216139E-3
5.278012259E0,-8.456110954E-4,-4.812180996E-4,8.773803711E-4,1.310124154E-3
5.282782467E0,-3.242772073E-3,-2.837494016E-3,-8.625984192E-3,9.642330957E-3
5.287553405E0,-3.216970712E-3,-2.800166607E-3,-6.180763245E-3,7.509438586E-3
5.292325176E0,-5.593936890E-3,-2.791553736E-3,5.742073059E-3,8.488598542E-3
5.297096113E0,-7.951527834E-3,-3.803223372E-4,8.068084717E-3,1.133425917E-2
5.301866322E0,-7.356517017E-4,-7.485896349E-3,5.626678467E-3,9.393579623E-3
5.306637259E0,-3.133732826E-3,-5.007103086E-3,5.579948425E-3,8.125711486E-3
5.311408978E0,-3.137685359E-3,4.545047879E-3,3.157615662E-3,6.361844567E-3
5.316179967E0,-7.102079690E-4,2.175092697E-3,-3.992080688E-3,4.601318488E-3
5.320950124E0,-1.254786178E-2,-2.602934837E-4,-1.583099365E-3,1.265001153E-2
5.325721113E0,-1.244451851E-2,-2.728402615E-4,-6.318092346E-3,1.395918241E-2
5.330492832E0,-1.234203950E-2,-2.631008625E-3,-3.891944885E-3,1.320588431E-2
5.335263822E0,-7.492113858E-3,-2.595394850E-3,-1.484870911E-3,8.066764290E-3
5.340033978E0,-2.654653043E-3,-2.141892910E-4,3.274917603E-3,4.221154479E-3
5.344804967E0,-2.633754164E-3,4.521176219E-3,5.622863770E-3,7.680774204E-3
5.349576686E0,-2.642314881E-3,6.871670485E-3,-3.921508789E-3,8.341457568E-3
5.354347676E0,-7.313448936E-3,-2.668321133E-3,-1.515388489E-3,7.931133291E-3
5.359117832E0,-2.561792731E-3,-7.409274578E-3,8.716583252E-4,7.887960447E-3
5.363888770E0,-2.570506185E-3,-2.613782883E-3,-6.258010864E-3,7.252727968E-3
5.368660540E0,2.197988331E-3,-4.952460527E-3,-6.205558777E-3,8.238141642E-3
5.373431478E0,-1.957006752E-4,-1.492351294E-4,9.679794312E-4,9.987762799E-4
5.378201686E0,-9.663052857E-3,1.408202946E-2,9.603500366E-4,1.710556683E-2
5.382972624E0,-9.555350989E-3,9.201660752E-3,-6.170272827E-3,1.463036431E-2
5.387744395E0,2.393353730E-3,-2.731889486E-3,-3.745079041E-3,5.216989483E-3
5.392515332E0,1.186878234E-2,-2.752244473E-3,-6.086349487E-3,1.361934264E-2
5.397285540E0,7.019482553E-3,-2.772092819E-3,-1.315689087E-2,1.516777542E-2
5.402056478E0,-7.285565138E-3,-2.763554454E-3,-1.176834106E-3,7.880458814E-3
5.406828197E0,-7.226515561E-3,-3.809481859E-4,3.580093384E-3,8.073705303E-3
5.411599186E0,7.048971951E-3,1.981645823E-3,-3.572463989E-3,8.147234174E-3
5.416369342E0,2.183482051E-3,-2.740904689E-3,-3.542900085E-3,4.983201119E-3
5.421140332E0,-7.333405316E-3,-2.760842443E-3,-3.512382507E-3,8.587078397E-3
5.425912051E0,-1.799128950E-4,6.744191051E-3,-1.297950745E-2,1.462819521E-2
5.430683040E0,-1.800730824E-4,9.075984359E-3,-1.287174225E-2,1.575079893E-2
5.435453197E0,-7.302675396E-3,1.863345504E-3,1.480102539E-3,7.680613773E-3
5.440224186E0,-2.523150295E-3,4.178851843E-3,1.468658447E-3,5.097651201E-3
5.444995905E0,-1.575984061E-4,4.129305482E-3,-3.292083740E-3,5.283352759E-3
5.449766842E0,-1.011528075E-4,-3.013685346E-3,3.856658936E-3,4.895543831E-3
5.454537051E0,2.300132066E-3,-3.031358123E-3,1.451492310E-3,4.072661232E-3
5.459307988E0,-9.440630674E-5,1.727461815E-3,-5.682945251E-3,5.940446415E-3
5.464079759E0,-4.899509251E-3,-5.424231291E-3,1.487731934E-3,7.459277599E-3
5.468850697E0,-4.888303578E-3,-7.739499211E-3,1.475334167E-3,9.272107140E-3
5.473620905E0,-9.597085416E-3,-5.287155509E-3,-5.659103394E-3,1.233221444E-2
5.478391842E0,-1.904420555E-2,-5.200684071E-3,-3.238677979E-3,2.000544713E-2
5.483163561E0,-1.648461074E-2,-3.952234983E-4,1.340866089E-2,2.125301813E-2
5.487934551E0,-2.103578299E-3,6.715804338E-3,1.329708099E-2,1.504458150E-2
5.492704759E0,2.661027014E-3,1.139342785E-2,-3.434181213E-3,1.219364029E-2
5.497475697E0,2.609226853E-3,1.131217182E-2,-3.405570984E-3,1.209839699E-2
5.502247415E0,-4.508659244E-3,8.857756853E-3,3.745079041E-3,1.062136910E-2
5.507018405E0,-1.156635955E-2,1.675173640E-3,8.462905884E-3,1.442940248E-2
5.511788561E0,-9.097043425E-3,-7.850080729E-3,1.269340515E-3,1.208268148E-2
5.516559551E0,-6.648309529E-3,-1.254767179E-2,1.258850098E-3,1.425583356E-2
5.521331270E0,-8.968722075E-3,-1.245766878E-2,1.248359680E-3,1.540097039E-2
5.526102207E0,-1.361598074E-2,-7.591560483E-3,-8.257865906E-3,1.764140220E-2
5.530872415E0,-4.007581621E-3,1.982122660E-3,1.306533813E-3,4.657955699E-3
5.535643405E0,7.728897035E-4,4.325047135E-3,1.316738129E-2,1.388104179E-2
5.540415124E0,-6.386060268E-3,8.994340897E-3,-3.561973572E-3,1.159170348E-2
5.545186061E0,-3.989193588E-3,6.530851126E-3,-8.279800415E-3,1.127478500E-2
5.549956270E0,-6.331760436E-3,-6.321668625E-4,-1.088142395E-3,6.455608340E-3
5.554727207E0,-8.682768792E-3,-7.735654712E-3,-5.827903748E-3,1.300750898E-2
5.559498978E0,-3.891743720E-3,-2.937600017E-3,-3.405570984E-3,5.947526945E-3
5.564269915E0,-3.832139075E-3,-2.927839756E-3,6.120681763E-3,7.792321911E-3
5.569040072E0,9.748265147E-4,1.138366759E-2,1.319122314E-2,1.745126192E-2
5.573811061E0,3.367587924E-3,6.554350257E-3,5.958557129E-3,9.476526725E-3
5.578582780E0,3.366705030E-3,-2.983167768E-3,-3.588676453E-3,5.754354123E-3
5.583353770E0,9.632781148E-4,4.121005535E-3,1.191139221E-3,4.396521806E-3
5.588123926E0,1.045018062E-2,6.474658847E-3,1.067829132E-2,1.628353118E-2
5.592894915E0,1.273602620E-2,4.088640213E-3,3.464698792E-3,1.381765102E-2
5.597666634E0,7.863268256E-4,-3.054186702E-3,-1.311302185E-3,3.415535054E-3
5.602437624E0,-6.315495819E-3,-7.791757584E-3,1.073837280E-3,1.008712547E-2
5.607207780E0,-3.890816122E-3,-5.338653922E-3,1.065254211E-3,6.691370736E-3
5.611978770E0,8.602775633E-4,1.841932535E-3,-3.691673279E-3,4.214409158E-3
5.616750488E0,8.514411747E-4,-5.337148905E-4,5.837440491E-3,5.923302722E-3
5.621521426E0,3.216397017E-3,4.233047366E-3,5.788803101E-3,7.859652735E-3
5.626291634E0,1.033877209E-2,-2.939209342E-3,9.908676147E-4,1.079402513E-2
5.631062572E0,8.115991950E-4,-7.677733898E-3,9.822845459E-4,7.782748486E-3
5.635834342E0,7.743276656E-4,1.868426800E-3,-1.399993896E-3,2.459793680E-3
5.640605280E0,5.542907864E-3,-5.358457565E-4,5.734443665E-3,7.993422446E-3
5.645375488E0,-4.001531750E-3,-7.668375969E-3,9.374618530E-4,8.700292011E-3
5.650146426E0,7.500499487E-4,4.308506846E-3,-3.819465637E-3,5.806386477E-3
5.654918145E0,7.425732911E-4,9.034574032E-3,-6.161689758E-3,1.096090159E-2
5.659689134E0,-4.013571888E-3,-2.925992012E-3,-6.110191345E-3,7.874301673E-3
5.664459290E0,-6.355497986E-3,-1.003877819E-2,5.812644958E-3,1.322710337E-2
5.669230280E0,-6.304193288E-3,-9.912878275E-3,3.387451172E-3,1.222631728E-2
5.674001999E0,3.271680325E-3,-2.693980932E-3,-1.388549805E-3,4.459764116E-3
5.678772988E0,-1.447871327E-3,-2.838820219E-4,-1.378059387E-3,2.018902687E-3
5.683543145E0,-6.156925112E-3,-3.246217966E-4,-3.740310669E-3,7.211312644E-3
5.688314134E0,1.015603542E-3,4.411667585E-3,1.039505005E-3,4.644871591E-3
5.693085853E0,-3.742381930E-3,-3.313124180E-4,8.152961731E-3,8.976969167E-3
5.697856790E0,-1.320944726E-2,-5.034580827E-3,3.334999084E-3,1.452441806E-2
5.702626999E0,-8.380692452E-3,-7.353097200E-3,-6.188392639E-3,1.275148022E-2
5.707397936E0,-1.189634204E-3,-7.278144360E-3,-6.136894226E-3,9.594169354E-3
5.712169707E0,-3.583934158E-3,-4.857882857E-3,3.410339355E-3,6.933543425E-3
5.716940645E0,1.220967621E-3,2.290457487E-3,1.008033752E-3,2.784437013E-3
5.721710853E0,3.583282232E-3,4.630967975E-3,-1.086997986E-2,1.234675010E-2
5.726481790E0,1.150522381E-3,-2.516701818E-3,-8.405685425E-3,8.849465365E-3
5.731253509E0,-3.608588129E-3,2.266228199E-3,-1.213073730E-3,4.430490539E-3
5.736024499E0,-1.070174947E-2,4.635021091E-3,-5.951881409E-3,1.309334772E-2
5.740794655E0,-1.067014784E-2,-1.951754093E-4,-1.064872742E-2,1.507599230E-2
5.745565645E0,-8.265104145E-3,2.194285393E-3,1.309394836E-3,8.651089512E-3
5.750337363E0,-8.224982768E-3,2.189353108E-3,6.048202515E-3,1.044147318E-2
5.755108353E0,-5.811482668E-3,4.530385137E-3,3.622055054E-3,8.210785778E-3
5.759878509E0,-3.390129656E-3,-2.703964710E-4,-1.155853271E-3,3.591947956E-3
5.764649499E0,3.787741065E-3,-2.656996250E-3,-1.146316528E-3,4.766618616E-3
5.769421217E0,6.129529327E-3,6.875246763E-3,-5.885124207E-3,1.093045446E-2
5.774192155E0,-1.045215875E-3,6.803229451E-3,-5.836486816E-3,9.024465943E-3
5.778962363E0,1.336857677E-3,2.011746168E-3,3.707885742E-3,4.425237595E-3
5.783733301E0,6.044384092E-3,-2.739608288E-3,3.677368164E-3,7.587032967E-3
5.788505072E0,3.590241075E-3,-2.703100443E-3,-1.059722900E-2,1.151077085E-2
5.793276009E0,3.531135619E-3,2.052813768E-3,-1.525783539E-2,1.579507847E-2
5.798046217E0,-8.398216218E-3,2.049222589E-3,-3.260612488E-3,9.239098584E-3
5.802817155E0,-1.067520678E-2,6.794139743E-3,-3.233909607E-3,1.306057219E-2
5.807588926E0,-8.184481412E-3,6.751045585E-3,1.541137695E-3,1.072088886E-2
5.812359863E0,-1.049165055E-2,4.305928946E-3,1.528739929E-3,1.144346107E-2
5.817130072E0,1.436904073E-3,1.909568906E-3,1.516342163E-3,2.830272120E-3
5.821901009E0,3.769017756E-3,4.253253341E-3,6.253242493E-3,8.449775174E-3
5.826672728E0,-3.358095884E-3,4.203259945E-3,1.451492310E-3,5.572345292E-3
5.831443717E0,6.136853248E-3,-5.947947502E-4,-3.309249878E-3,6.997562671E-3
5.836213874E0,8.458644152E-3,-2.978682518E-3,-5.655288696E-3,1.060205172E-2
5.840984863E0,6.041612476E-3,-5.662143230E-4,-5.608558655E-3,8.263026695E-3
5.845756582E0,1.073877886E-2,-5.763769150E-4,1.560211182E-3,1.086682293E-2
5.850527572E0,3.496780992E-3,4.190579057E-3,1.104450226E-2,1.231947484E-2
5.855297728E0,-6.059009582E-3,-5.788058043E-4,1.095199585E-2,1.252967782E-2
5.860068665E0,-3.664433956E-3,1.814007759E-3,1.363754272E-3,4.310281439E-3
5.864840436E0,-1.261420548E-3,4.186898470E-3,3.726005554E-3,5.744947170E-3
5.869611374E0,3.496166319E-3,-7.733449340E-3,-1.052856445E-3,8.552071346E-3
5.874381582E0,-6.030783057E-3,-2.935424447E-3,1.329421997E-3,6.837720659E-3
5.879152520E0,-8.356336504E-3,1.822754741E-3,3.691673279E-3,9.315537892E-3
5.883924290E0,1.209102571E-3,1.821085811E-3,-3.460884094E-3,4.093409492E-3
5.888695228E0,-5.896240473E-3,1.819595695E-3,6.066322327E-3,8.653140862E-3
5.893465436E0,-1.071207225E-3,-1.005277038E-2,1.266479492E-3,1.018870195E-2
5.898236374E0,1.080680266E-2,-7.552608848E-3,-1.061439514E-2,1.692614157E-2
5.903008092E0,3.593076020E-3,1.992195845E-3,-3.404617310E-3,5.335771603E-3
5.907779082E0,-5.963083357E-3,6.709173322E-3,-1.001358032E-3,9.031837448E-3
5.912549238E0,1.151040196E-3,1.138684154E-2,1.381874084E-3,1.152799331E-2
5.917320228E0,1.140225679E-3,-2.939239144E-3,1.370429993E-3,3.437632864E-3
5.922091947E0,-1.314379275E-2,-1.477181911E-2,-5.763053894E-3,2.059559948E-2
5.926862936E0,-5.913477391E-3,-2.764120698E-3,-5.715370178E-3,8.676118623E-3
5.931633092E0,1.257456839E-3,-3.818422556E-4,-9.193420410E-4,1.603805162E-3
5.936404030E0,-1.127526164E-3,-2.796232700E-3,3.836631775E-3,4.879546694E-3
5.941175801E0,6.031926721E-3,6.737172604E-3,1.430511475E-3,9.155326195E-3
5.945946738E0,1.232147217E-3,1.946404576E-3,-3.330230713E-3,4.049335024E-3
5.950716947E0,-3.528077155E-3,-2.832651138E-3,-3.302574158E-3,5.601628063E-3
5.955487884E0,1.277230680E-3,-4.497915506E-4,3.847122192E-3,4.078477634E-3
5.960259655E0,3.639943898E-3,1.941621304E-3,-9.326934814E-4,4.229539218E-3
5.965030592E0,6.039764732E-3,1.910567284E-3,-3.299713135E-3,7.142627817E-3
5.969800801E0,1.311153919E-2,9.030446410E-3,6.225585938E-3,1.709442431E-2
5.974571738E0,3.476057202E-3,8.997276425E-3,1.422882080E-3,9.749797442E-3
5.979343457E0,-8.396472782E-3,1.813530922E-3,-3.337860107E-3,9.215799460E-3
5.984114447E0,-1.067391783E-2,-2.964407206E-3,3.811836243E-3,1.171538849E-2
5.988884603E0,-1.061644405E-3,-2.954259515E-3,3.780364990E-3,4.913847534E-3
5.993655592E0,6.068859249E-3,-2.944514155E-3,1.375198364E-3,6.884212863E-3
5.998427311E0,1.268766820E-3,4.187732935E-3,3.737449646E-3,5.754598703E-3
6.003198301E0,-3.492198884E-3,8.858323097E-3,-3.415107727E-3,1.011574525E-2
6.007968457E0,-5.838468671E-3,-3.072530031E-3,-3.386497498E-3,7.415964031E-3
6.012739447E0,1.360241324E-3,-7.781714201E-3,1.390457153E-3,8.021141032E-3
6.017511165E0,3.721386194E-3,1.793563366E-3,-5.743026733E-3,7.074456927E-3
6.022282103E0,-3.433290869E-3,1.735493541E-3,-8.068084717E-3,8.938311643E-3
6.027052311E0,1.342829317E-3,-7.762029767E-3,-3.252983093E-3,8.522569782E-3
6.031823249E0,-3.417443484E-3,-2.935528755E-3,-1.272201538E-2,1.349614480E-2
6.036595020E0,-1.054060459E-2,4.224881530E-3,-1.973915100E-2,2.277252844E-2
6.041365957E0,-5.706127733E-3,6.577670574E-3,-1.007652283E-2,1.331773089E-2
6.046136165E0,-3.257695585E-3,6.508305669E-3,-4.968643188E-4,7.295032375E-3
6.050907103E0,-3.231335431E-3,1.690879464E-3,4.255294800E-3,5.604296197E-3
6.055678822E0,6.319798529E-3,1.690313220E-3,8.969306946E-3,1.110159805E-2
6.060449811E0,1.335908473E-2,6.438538432E-3,6.521224976E-3,1.620019435E-2
6.065219967E0,1.404628158E-3,4.024267197E-3,1.717567444E-3,4.595404732E-3
6.069990957E0,-5.759146065E-3,1.630261540E-3,-6.704330444E-4,6.022872782E-3
6.074762676E0,-3.338228911E-3,1.573562622E-3,1.709938049E-3,4.067402085E-3
6.079533665E0,1.436661929E-3,-8.284151554E-4,4.069328308E-3,4.394280606E-3
6.084303822E0,1.423906535E-3,-3.210514784E-3,6.411552429E-3,7.310466439E-3
6.089074811E0,-8.057814091E-3,-3.169909120E-3,6.358146667E-3,1.074256584E-2
6.093846530E0,-1.508549228E-2,1.618295908E-3,-8.182525635E-4,1.519409413E-2
6.098617467E0,-1.015635580E-2,1.675456762E-3,3.934860229E-3,1.102006549E-2
6.103387676E0,-5.191229284E-4,-5.447402596E-3,6.277084351E-3,8.327392846E-3
6.108158613E0,-9.984213859E-3,-6.968528032E-4,-8.974075317E-4,1.004865516E-2
6.112930384E0,-7.556486875E-3,-3.108292818E-3,-8.888244629E-4,8.219001585E-3
6.117701322E0,6.750144064E-3,-7.229745388E-4,3.866195679E-3,7.812464790E-3
6.122471530E0,1.944378018E-3,1.357001066E-2,1.459121704E-3,1.378603755E-2
6.127242467E0,-5.224332213E-3,8.750870824E-3,1.445770264E-3,1.029376699E-2
6.132014238E0,-4.337318242E-4,1.540780067E-3,3.807067871E-3,4.129877999E-3
6.136785176E0,4.316519946E-3,-8.039623499E-4,-9.727478027E-4,4.497214492E-3
6.141555332E0,-2.814725041E-3,-8.119791746E-4,-3.339767456E-3,4.442525622E-3
6.146326322E0,-5.167078227E-3,1.554369926E-3,-3.312110901E-3,6.331259108E-3
6.151098040E0,-2.751097083E-3,-7.941469550E-3,-5.658149719E-3,1.013164014E-2
6.155869030E0,4.421446472E-3,-5.515843630E-3,-3.236770630E-3,7.774985786E-3
6.160639186E0,2.037625760E-3,6.414532661E-3,-7.957458496E-3,1.042205804E-2
6.165410176E0,-2.757273614E-3,1.626461744E-3,-1.263999939E-2,1.303907666E-2
6.170181895E0,-5.109667778E-3,-5.524232984E-3,-5.412101746E-3,9.269126181E-3
6.174952832E0,-2.632215619E-4,1.629501581E-3,6.505012512E-3,6.711165978E-3
